ZIP Code,State,USPS Default City for ZIP,Metro (CBSA),CBSA Code
61360,Illinois,Seneca,"Ottawa, IL",36837
61361,Illinois,Sheffield,"Ottawa, IL",36837
61362,Illinois,Spring Valley,"Ottawa, IL",36837
61363,Illinois,Standard,"Ottawa, IL",36837
61364,Illinois,Streator,"Ottawa, IL",36837
61367,Illinois,Sublette,"Dixon, IL",19940
61368,Illinois,Tiskilwa,"Ottawa, IL",36837
61369,Illinois,Toluca,"Peoria, IL",37900
61370,Illinois,Tonica,"Ottawa, IL",36837
61371,Illinois,Triumph,"Ottawa, IL",36837
61372,Illinois,Troy Grove,"Ottawa, IL",36837
61373,Illinois,Utica,"Ottawa, IL",36837
61374,Illinois,Van Orin,"Ottawa, IL",36837
61375,Illinois,Varna,"Peoria, IL",37900
61376,Illinois,Walnut,"Ottawa, IL",36837
61377,Illinois,Wenona,"Peoria, IL",37900
61378,Illinois,West Brooklyn,"Dixon, IL",19940
61379,Illinois,Wyanet,"Ottawa, IL",36837
61401,Illinois,Galesburg,"Galesburg, IL",23660
61402,Illinois,Galesburg,"Galesburg, IL",23660
61410,Illinois,Abingdon,"Galesburg, IL",23660
61411,Illinois,Adair,"Macomb, IL",31380
61412,Illinois,Alexis,,
61413,Illinois,Alpha,"Davenport-Moline-Rock Island, IA-IL",19340
61414,Illinois,Altona,"Galesburg, IL",23660
61415,Illinois,Avon,"Canton, IL",15900
61416,Illinois,Bardolph,"Macomb, IL",31380
61417,Illinois,Berwick,,
61418,Illinois,Biggsville,"Burlington, IA-IL",15460
61419,Illinois,Bishop Hill,"Davenport-Moline-Rock Island, IA-IL",19340
61420,Illinois,Blandinsville,"Macomb, IL",31380
61421,Illinois,Bradford,"Peoria, IL",37900
61422,Illinois,Bushnell,"Macomb, IL",31380
61423,Illinois,Cameron,,
61424,Illinois,Camp Grove,"Peoria, IL",37900
61425,Illinois,Carman,"Burlington, IA-IL",15460
61426,Illinois,Castleton,"Peoria, IL",37900
61427,Illinois,Cuba,"Canton, IL",15900
61428,Illinois,Dahinda,"Galesburg, IL",23660
61430,Illinois,East Galesburg,"Galesburg, IL",23660
61431,Illinois,Ellisville,"Canton, IL",15900
61432,Illinois,Fairview,"Canton, IL",15900
61433,Illinois,Fiatt,"Canton, IL",15900
61434,Illinois,Galva,"Davenport-Moline-Rock Island, IA-IL",19340
61435,Illinois,Gerlaw,,
61436,Illinois,Gilson,"Galesburg, IL",23660
61437,Illinois,Gladstone,"Burlington, IA-IL",15460
61438,Illinois,Good Hope,"Macomb, IL",31380
61439,Illinois,Henderson,"Galesburg, IL",23660
61440,Illinois,Industry,"Macomb, IL",31380
61441,Illinois,Ipava,"Canton, IL",15900
61442,Illinois,Keithsburg,"Davenport-Moline-Rock Island, IA-IL",19340
61443,Illinois,Kewanee,"Davenport-Moline-Rock Island, IA-IL",19340
61447,Illinois,Kirkwood,,
61448,Illinois,Knoxville,"Galesburg, IL",23660
61449,Illinois,La Fayette,"Peoria, IL",37900
61450,Illinois,La Harpe,,
61451,Illinois,Laura,"Peoria, IL",37900
61452,Illinois,Littleton,,
61453,Illinois,Little York,,
61454,Illinois,Lomax,"Burlington, IA-IL",15460
61455,Illinois,Macomb,"Macomb, IL",31380
61458,Illinois,Maquon,"Galesburg, IL",23660
61459,Illinois,Marietta,"Canton, IL",15900
61460,Illinois,Media,"Burlington, IA-IL",15460
61462,Illinois,Monmouth,,
61465,Illinois,New Windsor,"Davenport-Moline-Rock Island, IA-IL",19340
61466,Illinois,North Henderson,"Davenport-Moline-Rock Island, IA-IL",19340
61467,Illinois,Oneida,"Galesburg, IL",23660
61468,Illinois,Ophiem,"Davenport-Moline-Rock Island, IA-IL",19340
61469,Illinois,Oquawka,"Burlington, IA-IL",15460
61470,Illinois,Prairie City,"Macomb, IL",31380
61471,Illinois,Raritan,"Burlington, IA-IL",15460
61472,Illinois,Rio,"Galesburg, IL",23660
61473,Illinois,Roseville,,
61474,Illinois,Saint Augustine,"Galesburg, IL",23660
61475,Illinois,Sciota,"Macomb, IL",31380
61476,Illinois,Seaton,"Davenport-Moline-Rock Island, IA-IL",19340
61477,Illinois,Smithfield,"Canton, IL",15900
61478,Illinois,Smithshire,,
61479,Illinois,Speer,"Peoria, IL",37900
61480,Illinois,Stronghurst,"Burlington, IA-IL",15460
61482,Illinois,Table Grove,"Canton, IL",15900
61483,Illinois,Toulon,"Peoria, IL",37900
61484,Illinois,Vermont,"Canton, IL",15900
61485,Illinois,Victoria,"Galesburg, IL",23660
61486,Illinois,Viola,"Davenport-Moline-Rock Island, IA-IL",19340
61488,Illinois,Wataga,"Galesburg, IL",23660
61489,Illinois,Williamsfield,"Galesburg, IL",23660
61490,Illinois,Woodhull,"Davenport-Moline-Rock Island, IA-IL",19340
61491,Illinois,Wyoming,"Peoria, IL",37900
61501,Illinois,Astoria,"Canton, IL",15900
61516,Illinois,Benson,"Peoria, IL",37900
61517,Illinois,Brimfield,"Peoria, IL",37900
61519,Illinois,Bryant,"Canton, IL",15900
61520,Illinois,Canton,"Canton, IL",15900
61523,Illinois,Chillicothe,"Peoria, IL",37900
61524,Illinois,Dunfermline,"Canton, IL",15900
61525,Illinois,Dunlap,"Peoria, IL",37900
61526,Illinois,Edelstein,"Peoria, IL",37900
61528,Illinois,Edwards,"Peoria, IL",37900
61529,Illinois,Elmwood,"Peoria, IL",37900
61530,Illinois,Eureka,"Peoria, IL",37900
61531,Illinois,Farmington,"Canton, IL",15900
61532,Illinois,Forest City,,
61533,Illinois,Glasford,"Peoria, IL",37900
61534,Illinois,Green Valley,"Peoria, IL",37900
61535,Illinois,Groveland,"Peoria, IL",37900
61536,Illinois,Hanna City,"Peoria, IL",37900
61537,Illinois,Henry,"Peoria, IL",37900
61539,Illinois,Kingston Mines,"Peoria, IL",37900
61540,Illinois,Lacon,"Peoria, IL",37900
61541,Illinois,La Rose,"Peoria, IL",37900
61542,Illinois,Lewistown,"Canton, IL",15900
61543,Illinois,Liverpool,"Canton, IL",15900
61544,Illinois,London Mills,"Canton, IL",15900
61545,Illinois,Lowpoint,"Peoria, IL",37900
61546,Illinois,Manito,,
61547,Illinois,Mapleton,"Peoria, IL",37900
61548,Illinois,Metamora,"Peoria, IL",37900
61550,Illinois,Morton,"Peoria, IL",37900
61552,Illinois,Mossville,"Peoria, IL",37900
61553,Illinois,Norris,"Canton, IL",15900
61554,Illinois,Pekin,"Peoria, IL",37900
61555,Illinois,Pekin,"Peoria, IL",37900
61558,Illinois,Pekin,"Peoria, IL",37900
61559,Illinois,Princeville,"Peoria, IL",37900
61560,Illinois,Putnam,"Ottawa, IL",36837
61561,Illinois,Roanoke,"Peoria, IL",37900
61562,Illinois,Rome,"Peoria, IL",37900
61563,Illinois,Saint David,"Canton, IL",15900
61564,Illinois,South Pekin,"Peoria, IL",37900
61565,Illinois,Sparland,"Peoria, IL",37900
61567,Illinois,Topeka,,
61568,Illinois,Tremont,"Peoria, IL",37900
61569,Illinois,Trivoli,"Peoria, IL",37900
61570,Illinois,Washburn,"Peoria, IL",37900
61571,Illinois,Washington,"Peoria, IL",37900
61572,Illinois,Yates City,"Galesburg, IL",23660
61601,Illinois,Peoria,"Peoria, IL",37900
61602,Illinois,Peoria,"Peoria, IL",37900
61603,Illinois,Peoria,"Peoria, IL",37900
61604,Illinois,Peoria,"Peoria, IL",37900
61605,Illinois,Peoria,"Peoria, IL",37900
61606,Illinois,Peoria,"Peoria, IL",37900
61607,Illinois,Peoria,"Peoria, IL",37900
61610,Illinois,Creve Coeur,"Peoria, IL",37900
61611,Illinois,East Peoria,"Peoria, IL",37900
61612,Illinois,Peoria,"Peoria, IL",37900
61613,Illinois,Peoria,"Peoria, IL",37900
61614,Illinois,Peoria,"Peoria, IL",37900
61615,Illinois,Peoria,"Peoria, IL",37900
61616,Illinois,Peoria Heights,"Peoria, IL",37900
61625,Illinois,Peoria,"Peoria, IL",37900
61629,Illinois,Peoria,"Peoria, IL",37900
61630,Illinois,Peoria,"Peoria, IL",37900
61633,Illinois,Peoria,"Peoria, IL",37900
61634,Illinois,Peoria,"Peoria, IL",37900
61635,Illinois,East Peoria,"Peoria, IL",37900
61636,Illinois,Peoria,"Peoria, IL",37900
61637,Illinois,Peoria,"Peoria, IL",37900
61638,Illinois,Peoria,"Peoria, IL",37900
61639,Illinois,Peoria,"Peoria, IL",37900
61641,Illinois,Peoria,"Peoria, IL",37900
61643,Illinois,Peoria,"Peoria, IL",37900
61651,Illinois,Peoria,"Peoria, IL",37900
61652,Illinois,Peoria,"Peoria, IL",37900
61653,Illinois,Peoria,"Peoria, IL",37900
61654,Illinois,Peoria,"Peoria, IL",37900
61655,Illinois,Peoria,"Peoria, IL",37900
61656,Illinois,Peoria,"Peoria, IL",37900
61701,Illinois,Bloomington,"Bloomington, IL",14010
61702,Illinois,Bloomington,"Bloomington, IL",14010
61704,Illinois,Bloomington,"Bloomington, IL",14010
61705,Illinois,Bloomington,"Bloomington, IL",14010
61709,Illinois,Bloomington,"Bloomington, IL",14010
61720,Illinois,Anchor,"Bloomington, IL",14010
61721,Illinois,Armington,"Peoria, IL",37900
61722,Illinois,Arrowsmith,"Bloomington, IL",14010
61723,Illinois,Atlanta,"Lincoln, IL",30660
61724,Illinois,Bellflower,"Bloomington, IL",14010
61725,Illinois,Carlock,"Bloomington, IL",14010
61726,Illinois,Chenoa,"Bloomington, IL",14010
61727,Illinois,Clinton,,
61728,Illinois,Colfax,"Bloomington, IL",14010
61729,Illinois,Congerville,"Peoria, IL",37900
61730,Illinois,Cooksville,"Bloomington, IL",14010
61731,Illinois,Cropsey,"Bloomington, IL",14010
61732,Illinois,Danvers,"Bloomington, IL",14010
61733,Illinois,Deer Creek,"Peoria, IL",37900
61734,Illinois,Delavan,"Peoria, IL",37900
61735,Illinois,Dewitt,,
61736,Illinois,Downs,"Bloomington, IL",14010
61737,Illinois,Ellsworth,"Bloomington, IL",14010
61738,Illinois,El Paso,"Peoria, IL",37900
61739,Illinois,Fairbury,"Pontiac, IL",38700
61740,Illinois,Flanagan,"Pontiac, IL",38700
61741,Illinois,Forrest,"Pontiac, IL",38700
61742,Illinois,Goodfield,"Peoria, IL",37900
61743,Illinois,Graymont,"Pontiac, IL",38700
61744,Illinois,Gridley,"Bloomington, IL",14010
61745,Illinois,Heyworth,"Bloomington, IL",14010
61747,Illinois,Hopedale,"Peoria, IL",37900
61748,Illinois,Hudson,"Bloomington, IL",14010
61749,Illinois,Kenney,,
61750,Illinois,Lane,,
61751,Illinois,Lawndale,"Lincoln, IL",30660
61752,Illinois,Le Roy,"Bloomington, IL",14010
61753,Illinois,Lexington,"Bloomington, IL",14010
61754,Illinois,Mc Lean,"Bloomington, IL",14010
61755,Illinois,Mackinaw,"Peoria, IL",37900
61756,Illinois,Maroa,"Decatur, IL",19500
61758,Illinois,Merna,"Bloomington, IL",14010
61759,Illinois,Minier,"Peoria, IL",37900
61760,Illinois,Minonk,"Peoria, IL",37900
61761,Illinois,Normal,"Bloomington, IL",14010
61764,Illinois,Pontiac,"Pontiac, IL",38700
61769,Illinois,Saunemin,"Pontiac, IL",38700
61770,Illinois,Saybrook,"Bloomington, IL",14010
61771,Illinois,Secor,"Peoria, IL",37900
61772,Illinois,Shirley,"Bloomington, IL",14010
61773,Illinois,Sibley,"Champaign-Urbana, IL",16580
61774,Illinois,Stanford,"Bloomington, IL",14010
61775,Illinois,Strawn,"Pontiac, IL",38700
61776,Illinois,Towanda,"Bloomington, IL",14010
61777,Illinois,Wapella,,
61778,Illinois,Waynesville,,
61790,Illinois,Normal,"Bloomington, IL",14010
61791,Illinois,Bloomington,"Bloomington, IL",14010
61799,Illinois,Bloomington,"Bloomington, IL",14010
61801,Illinois,Urbana,"Champaign-Urbana, IL",16580
61802,Illinois,Urbana,"Champaign-Urbana, IL",16580
61803,Illinois,Urbana,"Champaign-Urbana, IL",16580
61810,Illinois,Allerton,"Danville, IL",19180
61811,Illinois,Alvin,"Danville, IL",19180
61812,Illinois,Armstrong,"Danville, IL",19180
61813,Illinois,Bement,"Champaign-Urbana, IL",16580
61814,Illinois,Bismarck,"Danville, IL",19180
61815,Illinois,Bondville,"Champaign-Urbana, IL",16580
61816,Illinois,Broadlands,"Champaign-Urbana, IL",16580
61817,Illinois,Catlin,"Danville, IL",19180
61818,Illinois,Cerro Gordo,"Champaign-Urbana, IL",16580
61820,Illinois,Champaign,"Champaign-Urbana, IL",16580
61821,Illinois,Champaign,"Champaign-Urbana, IL",16580
61822,Illinois,Champaign,"Champaign-Urbana, IL",16580
61824,Illinois,Champaign,"Champaign-Urbana, IL",16580
61825,Illinois,Champaign,"Champaign-Urbana, IL",16580
61826,Illinois,Champaign,"Champaign-Urbana, IL",16580
61830,Illinois,Cisco,"Champaign-Urbana, IL",16580
61831,Illinois,Collison,"Danville, IL",19180
61832,Illinois,Danville,"Danville, IL",19180
61833,Illinois,Tilton,"Danville, IL",19180
61834,Illinois,Danville,"Danville, IL",19180
61839,Illinois,De Land,"Champaign-Urbana, IL",16580
61840,Illinois,Dewey,"Champaign-Urbana, IL",16580
61841,Illinois,Fairmount,"Danville, IL",19180
61842,Illinois,Farmer City,,
61843,Illinois,Fisher,"Champaign-Urbana, IL",16580
61844,Illinois,Fithian,"Danville, IL",19180
61845,Illinois,Foosland,"Champaign-Urbana, IL",16580
61846,Illinois,Georgetown,"Danville, IL",19180
61847,Illinois,Gifford,"Champaign-Urbana, IL",16580
61848,Illinois,Henning,"Danville, IL",19180
61849,Illinois,Homer,"Champaign-Urbana, IL",16580
61850,Illinois,Indianola,"Danville, IL",19180
61851,Illinois,Ivesdale,"Champaign-Urbana, IL",16580
61852,Illinois,Longview,"Champaign-Urbana, IL",16580
61853,Illinois,Mahomet,"Champaign-Urbana, IL",16580
61854,Illinois,Mansfield,"Champaign-Urbana, IL",16580
61855,Illinois,Milmine,"Champaign-Urbana, IL",16580
61856,Illinois,Monticello,"Champaign-Urbana, IL",16580
61857,Illinois,Muncie,"Danville, IL",19180
61858,Illinois,Oakwood,"Danville, IL",19180
61859,Illinois,Ogden,"Champaign-Urbana, IL",16580
61862,Illinois,Penfield,"Champaign-Urbana, IL",16580
61863,Illinois,Pesotum,"Champaign-Urbana, IL",16580
61864,Illinois,Philo,"Champaign-Urbana, IL",16580
61865,Illinois,Potomac,"Danville, IL",19180
61866,Illinois,Rantoul,"Champaign-Urbana, IL",16580
61870,Illinois,Ridge Farm,"Danville, IL",19180
61871,Illinois,Royal,"Champaign-Urbana, IL",16580
61872,Illinois,Sadorus,"Champaign-Urbana, IL",16580
61873,Illinois,Saint Joseph,"Champaign-Urbana, IL",16580
61874,Illinois,Savoy,"Champaign-Urbana, IL",16580
61875,Illinois,Seymour,"Champaign-Urbana, IL",16580
61876,Illinois,Sidell,"Danville, IL",19180
61877,Illinois,Sidney,"Champaign-Urbana, IL",16580
61878,Illinois,Thomasboro,"Champaign-Urbana, IL",16580
61880,Illinois,Tolono,"Champaign-Urbana, IL",16580
61882,Illinois,Weldon,,
61883,Illinois,Westville,"Danville, IL",19180
61884,Illinois,White Heath,"Champaign-Urbana, IL",16580
61910,Illinois,Arcola,,
61911,Illinois,Arthur,,
61912,Illinois,Ashmore,"Charleston-Mattoon, IL",16660
61913,Illinois,Atwood,,
61914,Illinois,Bethany,,
61917,Illinois,Brocton,,
61919,Illinois,Camargo,,
61920,Illinois,Charleston,"Charleston-Mattoon, IL",16660
61924,Illinois,Chrisman,,
61925,Illinois,Dalton City,,
61928,Illinois,Gays,,
61929,Illinois,Hammond,"Champaign-Urbana, IL",16580
61930,Illinois,Hindsboro,,
61931,Illinois,Humboldt,"Charleston-Mattoon, IL",16660
61932,Illinois,Hume,,
61933,Illinois,Kansas,,
61936,Illinois,La Place,"Champaign-Urbana, IL",16580
61937,Illinois,Lovington,,
61938,Illinois,Mattoon,"Charleston-Mattoon, IL",16660
61940,Illinois,Metcalf,,
61941,Illinois,Murdock,,
61942,Illinois,Newman,,
61943,Illinois,Oakland,"Charleston-Mattoon, IL",16660
61944,Illinois,Paris,,
61949,Illinois,Redmon,,
61951,Illinois,Sullivan,,
61953,Illinois,Tuscola,,
61955,Illinois,Vermilion,,
61956,Illinois,Villa Grove,,
61957,Illinois,Windsor,,
62001,Illinois,Alhambra,"St. Louis, MO-IL",41180
62002,Illinois,Alton,"St. Louis, MO-IL",41180
62006,Illinois,Batchtown,"St. Louis, MO-IL",41180
62009,Illinois,Benld,"St. Louis, MO-IL",41180
62010,Illinois,Bethalto,"St. Louis, MO-IL",41180
62011,Illinois,Bingham,,
62012,Illinois,Brighton,"St. Louis, MO-IL",41180
62013,Illinois,Brussels,"St. Louis, MO-IL",41180
62014,Illinois,Bunker Hill,"St. Louis, MO-IL",41180
62015,Illinois,Butler,,
62016,Illinois,Carrollton,,
62017,Illinois,Coffeen,,
62018,Illinois,Cottage Hills,"St. Louis, MO-IL",41180
62019,Illinois,Donnellson,,
62021,Illinois,Dorsey,"St. Louis, MO-IL",41180
62022,Illinois,Dow,"St. Louis, MO-IL",41180
62023,Illinois,Eagarville,"St. Louis, MO-IL",41180
62024,Illinois,East Alton,"St. Louis, MO-IL",41180
62025,Illinois,Edwardsville,"St. Louis, MO-IL",41180
62026,Illinois,Edwardsville,"St. Louis, MO-IL",41180
62027,Illinois,Eldred,,
62028,Illinois,Elsah,"St. Louis, MO-IL",41180
62030,Illinois,Fidelity,"St. Louis, MO-IL",41180
62031,Illinois,Fieldon,"St. Louis, MO-IL",41180
62032,Illinois,Fillmore,,
62033,Illinois,Gillespie,"St. Louis, MO-IL",41180
62034,Illinois,Glen Carbon,"St. Louis, MO-IL",41180
62035,Illinois,Godfrey,"St. Louis, MO-IL",41180
62036,Illinois,Golden Eagle,"St. Louis, MO-IL",41180
62037,Illinois,Grafton,"St. Louis, MO-IL",41180
62040,Illinois,Granite City,"St. Louis, MO-IL",41180
62044,Illinois,Greenfield,,
62045,Illinois,Hamburg,"St. Louis, MO-IL",41180
62046,Illinois,Hamel,"St. Louis, MO-IL",41180
62047,Illinois,Hardin,"St. Louis, MO-IL",41180
62048,Illinois,Hartford,"St. Louis, MO-IL",41180
62049,Illinois,Hillsboro,,
62050,Illinois,Hillview,,
62051,Illinois,Irving,,
62052,Illinois,Jerseyville,"St. Louis, MO-IL",41180
62053,Illinois,Kampsville,"St. Louis, MO-IL",41180
62054,Illinois,Kane,,
62056,Illinois,Litchfield,,
62058,Illinois,Livingston,"St. Louis, MO-IL",41180
62059,Illinois,Lovejoy,"St. Louis, MO-IL",41180
62060,Illinois,Madison,"St. Louis, MO-IL",41180
62061,Illinois,Marine,"St. Louis, MO-IL",41180
62062,Illinois,Maryville,"St. Louis, MO-IL",41180
62063,Illinois,Medora,"St. Louis, MO-IL",41180
62065,Illinois,Michael,"St. Louis, MO-IL",41180
62067,Illinois,Moro,"St. Louis, MO-IL",41180
62069,Illinois,Mount Olive,"St. Louis, MO-IL",41180
62070,Illinois,Mozier,"St. Louis, MO-IL",41180
62071,Illinois,National Stock Yards,"St. Louis, MO-IL",41180
62074,Illinois,New Douglas,"St. Louis, MO-IL",41180
62075,Illinois,Nokomis,,
62076,Illinois,Ohlman,,
62077,Illinois,Panama,,
62078,Illinois,Patterson,,
62079,Illinois,Piasa,"St. Louis, MO-IL",41180
62080,Illinois,Ramsey,,
62081,Illinois,Rockbridge,,
62082,Illinois,Roodhouse,,
62083,Illinois,Rosamond,"Taylorville, IL",45380
62084,Illinois,Roxana,"St. Louis, MO-IL",41180
62085,Illinois,Sawyerville,"St. Louis, MO-IL",41180
62086,Illinois,Sorento,"St. Louis, MO-IL",41180
62087,Illinois,South Roxana,"St. Louis, MO-IL",41180
62088,Illinois,Staunton,"St. Louis, MO-IL",41180
62089,Illinois,Taylor Springs,,
62090,Illinois,Venice,"St. Louis, MO-IL",41180
62091,Illinois,Walshville,,
62092,Illinois,White Hall,,
62093,Illinois,Wilsonville,"St. Louis, MO-IL",41180
62094,Illinois,Witt,,
62095,Illinois,Wood River,"St. Louis, MO-IL",41180
62097,Illinois,Worden,"St. Louis, MO-IL",41180
62098,Illinois,Wrights,,
62201,Illinois,East Saint Louis,"St. Louis, MO-IL",41180
62202,Illinois,East Saint Louis,"St. Louis, MO-IL",41180
62203,Illinois,East Saint Louis,"St. Louis, MO-IL",41180
62204,Illinois,East Saint Louis,"St. Louis, MO-IL",41180
62205,Illinois,East Saint Louis,"St. Louis, MO-IL",41180
62206,Illinois,East Saint Louis,"St. Louis, MO-IL",41180
62207,Illinois,East Saint Louis,"St. Louis, MO-IL",41180
62208,Illinois,Fairview Heights,"St. Louis, MO-IL",41180
62214,Illinois,Addieville,,
62215,Illinois,Albers,"St. Louis, MO-IL",41180
62216,Illinois,Aviston,"St. Louis, MO-IL",41180
62217,Illinois,Baldwin,,
62218,Illinois,Bartelso,"St. Louis, MO-IL",41180
62219,Illinois,Beckemeyer,"St. Louis, MO-IL",41180
62220,Illinois,Belleville,"St. Louis, MO-IL",41180
62221,Illinois,Belleville,"St. Louis, MO-IL",41180
62222,Illinois,Belleville,"St. Louis, MO-IL",41180
62223,Illinois,Belleville,"St. Louis, MO-IL",41180
62225,Illinois,Scott Air Force Base,"St. Louis, MO-IL",41180
62226,Illinois,Belleville,"St. Louis, MO-IL",41180
62230,Illinois,Breese,"St. Louis, MO-IL",41180
62231,Illinois,Carlyle,"St. Louis, MO-IL",41180
62232,Illinois,Caseyville,"St. Louis, MO-IL",41180
62233,Illinois,Chester,,
62234,Illinois,Collinsville,"St. Louis, MO-IL",41180
62236,Illinois,Columbia,"St. Louis, MO-IL",41180
62237,Illinois,Coulterville,,
62238,Illinois,Cutler,,
62239,Illinois,Dupo,"St. Louis, MO-IL",41180
62240,Illinois,East Carondelet,"St. Louis, MO-IL",41180
62241,Illinois,Ellis Grove,,
62242,Illinois,Evansville,,
62243,Illinois,Freeburg,"St. Louis, MO-IL",41180
62244,Illinois,Fults,"St. Louis, MO-IL",41180
62245,Illinois,Germantown,"St. Louis, MO-IL",41180
62246,Illinois,Greenville,"St. Louis, MO-IL",41180
62248,Illinois,Hecker,"St. Louis, MO-IL",41180
62249,Illinois,Highland,"St. Louis, MO-IL",41180
62250,Illinois,Hoffman,"St. Louis, MO-IL",41180
62252,Illinois,Huey,"St. Louis, MO-IL",41180
62253,Illinois,Keyesport,"St. Louis, MO-IL",41180
62254,Illinois,Lebanon,"St. Louis, MO-IL",41180
62255,Illinois,Lenzburg,"St. Louis, MO-IL",41180
62256,Illinois,Maeystown,"St. Louis, MO-IL",41180
62257,Illinois,Marissa,"St. Louis, MO-IL",41180
62258,Illinois,Mascoutah,"St. Louis, MO-IL",41180
62259,Illinois,Menard,,
62260,Illinois,Millstadt,"St. Louis, MO-IL",41180
62261,Illinois,Modoc,,
62262,Illinois,Mulberry Grove,"St. Louis, MO-IL",41180
62263,Illinois,Nashville,,
62264,Illinois,New Athens,"St. Louis, MO-IL",41180
62265,Illinois,New Baden,"St. Louis, MO-IL",41180
62266,Illinois,New Memphis,"St. Louis, MO-IL",41180
62268,Illinois,Oakdale,,
62269,Illinois,O Fallon,"St. Louis, MO-IL",41180
62271,Illinois,Okawville,,
62272,Illinois,Percy,,
62273,Illinois,Pierron,"St. Louis, MO-IL",41180
62274,Illinois,Pinckneyville,,
62275,Illinois,Pocahontas,"St. Louis, MO-IL",41180
62277,Illinois,Prairie Du Rocher,,
62278,Illinois,Red Bud,,
62279,Illinois,Renault,"St. Louis, MO-IL",41180
62280,Illinois,Rockwood,,
62281,Illinois,Saint Jacob,"St. Louis, MO-IL",41180
62282,Illinois,Saint Libory,"St. Louis, MO-IL",41180
62284,Illinois,Smithboro,"St. Louis, MO-IL",41180
62285,Illinois,Smithton,"St. Louis, MO-IL",41180
62286,Illinois,Sparta,,
62288,Illinois,Steeleville,,
62289,Illinois,Summerfield,"St. Louis, MO-IL",41180
62292,Illinois,Tilden,,
62293,Illinois,Trenton,"St. Louis, MO-IL",41180
62294,Illinois,Troy,"St. Louis, MO-IL",41180
62295,Illinois,Valmeyer,"St. Louis, MO-IL",41180
62297,Illinois,Walsh,,
62298,Illinois,Waterloo,"St. Louis, MO-IL",41180
62301,Illinois,Quincy,"Quincy, IL-MO",39500
62305,Illinois,Quincy,"Quincy, IL-MO",39500
62306,Illinois,Quincy,"Quincy, IL-MO",39500
62311,Illinois,Augusta,,
62312,Illinois,Barry,,
62313,Illinois,Basco,,
62314,Illinois,Baylis,,
62316,Illinois,Bowen,,
62319,Illinois,Camden,,
62320,Illinois,Camp Point,"Quincy, IL-MO",39500
62321,Illinois,Carthage,,
62323,Illinois,Chambersburg,,
62324,Illinois,Clayton,"Quincy, IL-MO",39500
62325,Illinois,Coatsburg,"Quincy, IL-MO",39500
62326,Illinois,Colchester,"Macomb, IL",31380
62329,Illinois,Colusa,,
62330,Illinois,Dallas City,,
62334,Illinois,Elvaston,,
62336,Illinois,Ferris,,
62338,Illinois,Fowler,"Quincy, IL-MO",39500
