ZIP Code,State,USPS Default City for ZIP,Metro (CBSA),CBSA Code
48380,Michigan,Milford,"Detroit-Warren-Dearborn, MI",19820
48381,Michigan,Milford,"Detroit-Warren-Dearborn, MI",19820
48382,Michigan,Commerce Township,"Detroit-Warren-Dearborn, MI",19820
48383,Michigan,White Lake,"Detroit-Warren-Dearborn, MI",19820
48386,Michigan,White Lake,"Detroit-Warren-Dearborn, MI",19820
48387,Michigan,Union Lake,"Detroit-Warren-Dearborn, MI",19820
48390,Michigan,Walled Lake,"Detroit-Warren-Dearborn, MI",19820
48393,Michigan,Wixom,"Detroit-Warren-Dearborn, MI",19820
48401,Michigan,Applegate,,
48410,Michigan,Argyle,,
48411,Michigan,Atlas,"Flint, MI",22420
48412,Michigan,Attica,"Detroit-Warren-Dearborn, MI",19820
48413,Michigan,Bad Axe,,
48414,Michigan,Bancroft,"Owosso, MI",37020
48415,Michigan,Birch Run,"Saginaw, MI",40980
48416,Michigan,Brown City,,
48417,Michigan,Burt,"Saginaw, MI",40980
48418,Michigan,Byron,"Owosso, MI",37020
48419,Michigan,Carsonville,,
48420,Michigan,Clio,"Flint, MI",22420
48421,Michigan,Columbiaville,"Detroit-Warren-Dearborn, MI",19820
48422,Michigan,Croswell,,
48423,Michigan,Davison,"Flint, MI",22420
48426,Michigan,Decker,,
48427,Michigan,Deckerville,,
48428,Michigan,Dryden,"Detroit-Warren-Dearborn, MI",19820
48429,Michigan,Durand,"Owosso, MI",37020
48430,Michigan,Fenton,"Flint, MI",22420
48432,Michigan,Filion,,
48433,Michigan,Flushing,"Flint, MI",22420
48434,Michigan,Forestville,,
48435,Michigan,Fostoria,,
48436,Michigan,Gaines,"Flint, MI",22420
48437,Michigan,Genesee,"Flint, MI",22420
48438,Michigan,Goodrich,"Flint, MI",22420
48439,Michigan,Grand Blanc,"Flint, MI",22420
48440,Michigan,Hadley,"Detroit-Warren-Dearborn, MI",19820
48441,Michigan,Harbor Beach,,
48442,Michigan,Holly,"Detroit-Warren-Dearborn, MI",19820
48444,Michigan,Imlay City,"Detroit-Warren-Dearborn, MI",19820
48445,Michigan,Kinde,,
48446,Michigan,Lapeer,"Detroit-Warren-Dearborn, MI",19820
48449,Michigan,Lennon,"Flint, MI",22420
48450,Michigan,Lexington,,
48451,Michigan,Linden,"Flint, MI",22420
48453,Michigan,Marlette,,
48454,Michigan,Melvin,,
48455,Michigan,Metamora,"Detroit-Warren-Dearborn, MI",19820
48456,Michigan,Minden City,,
48457,Michigan,Montrose,"Flint, MI",22420
48458,Michigan,Mount Morris,"Flint, MI",22420
48460,Michigan,New Lothrop,"Owosso, MI",37020
48461,Michigan,North Branch,"Detroit-Warren-Dearborn, MI",19820
48462,Michigan,Ortonville,"Detroit-Warren-Dearborn, MI",19820
48463,Michigan,Otisville,"Flint, MI",22420
48464,Michigan,Otter Lake,"Detroit-Warren-Dearborn, MI",19820
48465,Michigan,Palms,,
48466,Michigan,Peck,,
48467,Michigan,Port Austin,,
48468,Michigan,Port Hope,,
48469,Michigan,Port Sanilac,,
48470,Michigan,Ruth,,
48471,Michigan,Sandusky,,
48472,Michigan,Snover,,
48473,Michigan,Swartz Creek,"Flint, MI",22420
48475,Michigan,Ubly,,
48476,Michigan,Vernon,"Owosso, MI",37020
48480,Michigan,Grand Blanc,"Flint, MI",22420
48501,Michigan,Flint,"Flint, MI",22420
48502,Michigan,Flint,"Flint, MI",22420
48503,Michigan,Flint,"Flint, MI",22420
48504,Michigan,Flint,"Flint, MI",22420
48505,Michigan,Flint,"Flint, MI",22420
48506,Michigan,Flint,"Flint, MI",22420
48507,Michigan,Flint,"Flint, MI",22420
48509,Michigan,Burton,"Flint, MI",22420
48519,Michigan,Burton,"Flint, MI",22420
48529,Michigan,Burton,"Flint, MI",22420
48531,Michigan,Flint,"Flint, MI",22420
48532,Michigan,Flint,"Flint, MI",22420
48550,Michigan,Flint,"Flint, MI",22420
48601,Michigan,Saginaw,"Saginaw, MI",40980
48602,Michigan,Saginaw,"Saginaw, MI",40980
48603,Michigan,Saginaw,"Saginaw, MI",40980
48604,Michigan,Saginaw,"Saginaw, MI",40980
48605,Michigan,Saginaw,"Saginaw, MI",40980
48606,Michigan,Saginaw,"Saginaw, MI",40980
48607,Michigan,Saginaw,"Saginaw, MI",40980
48608,Michigan,Saginaw,"Saginaw, MI",40980
48609,Michigan,Saginaw,"Saginaw, MI",40980
48610,Michigan,Alger,,
48611,Michigan,Auburn,"Bay City, MI",13020
48612,Michigan,Beaverton,,
48613,Michigan,Bentley,"Bay City, MI",13020
48614,Michigan,Brant,"Saginaw, MI",40980
48615,Michigan,Breckenridge,"Alma, MI",10940
48616,Michigan,Chesaning,"Saginaw, MI",40980
48617,Michigan,Clare,,
48618,Michigan,Coleman,"Midland, MI",33220
48619,Michigan,Comins,,
48620,Michigan,Edenville,"Midland, MI",33220
48621,Michigan,Fairview,,
48622,Michigan,Farwell,,
48623,Michigan,Freeland,"Saginaw, MI",40980
48624,Michigan,Gladwin,,
48625,Michigan,Harrison,,
48626,Michigan,Hemlock,"Saginaw, MI",40980
48627,Michigan,Higgins Lake,,
48628,Michigan,Hope,"Midland, MI",33220
48629,Michigan,Houghton Lake,,
48630,Michigan,Houghton Lake Heights,,
48631,Michigan,Kawkawlin,"Bay City, MI",13020
48632,Michigan,Lake,,
48633,Michigan,Lake George,,
48634,Michigan,Linwood,"Bay City, MI",13020
48635,Michigan,Lupton,,
48636,Michigan,Luzerne,,
48637,Michigan,Merrill,"Saginaw, MI",40980
48638,Michigan,Saginaw,"Saginaw, MI",40980
48640,Michigan,Midland,"Midland, MI",33220
48641,Michigan,Midland,"Midland, MI",33220
48642,Michigan,Midland,"Midland, MI",33220
48647,Michigan,Mio,,
48649,Michigan,Oakley,"Saginaw, MI",40980
48650,Michigan,Pinconning,"Bay City, MI",13020
48651,Michigan,Prudenville,,
48652,Michigan,Rhodes,,
48653,Michigan,Roscommon,,
48654,Michigan,Rose City,,
48655,Michigan,Saint Charles,"Saginaw, MI",40980
48656,Michigan,Saint Helen,,
48657,Michigan,Sanford,"Midland, MI",33220
48658,Michigan,Standish,,
48659,Michigan,Sterling,,
48661,Michigan,West Branch,,
48662,Michigan,Wheeler,"Alma, MI",10940
48663,Michigan,Saginaw,"Saginaw, MI",40980
48667,Michigan,Midland,"Midland, MI",33220
48670,Michigan,Midland,"Midland, MI",33220
48674,Michigan,Midland,"Midland, MI",33220
48701,Michigan,Akron,,
48703,Michigan,Au Gres,,
48705,Michigan,Barton City,,
48706,Michigan,Bay City,"Bay City, MI",13020
48707,Michigan,Bay City,"Bay City, MI",13020
48708,Michigan,Bay City,"Bay City, MI",13020
48710,Michigan,University Center,"Bay City, MI",13020
48720,Michigan,Bay Port,,
48721,Michigan,Black River,,
48722,Michigan,Bridgeport,"Saginaw, MI",40980
48723,Michigan,Caro,,
48724,Michigan,Carrollton,"Saginaw, MI",40980
48725,Michigan,Caseville,,
48726,Michigan,Cass City,,
48727,Michigan,Clifford,"Detroit-Warren-Dearborn, MI",19820
48728,Michigan,Curran,,
48729,Michigan,Deford,,
48730,Michigan,East Tawas,,
48731,Michigan,Elkton,,
48732,Michigan,Essexville,"Bay City, MI",13020
48733,Michigan,Fairgrove,,
48734,Michigan,Frankenmuth,"Saginaw, MI",40980
48735,Michigan,Gagetown,,
48737,Michigan,Glennie,,
48738,Michigan,Greenbush,,
48739,Michigan,Hale,,
48740,Michigan,Harrisville,,
48741,Michigan,Kingston,,
48742,Michigan,Lincoln,,
48743,Michigan,Long Lake,,
48744,Michigan,Mayville,,
48745,Michigan,Mikado,,
48746,Michigan,Millington,,
48747,Michigan,Munger,"Bay City, MI",13020
48748,Michigan,National City,,
48749,Michigan,Omer,,
48750,Michigan,Oscoda,,
48754,Michigan,Owendale,,
48755,Michigan,Pigeon,,
48756,Michigan,Prescott,,
48757,Michigan,Reese,,
48758,Michigan,Richville,,
48759,Michigan,Sebewaing,,
48760,Michigan,Silverwood,,
48761,Michigan,South Branch,,
48762,Michigan,Spruce,,
48763,Michigan,Tawas City,,
48765,Michigan,Turner,,
48766,Michigan,Twining,,
48767,Michigan,Unionville,,
48768,Michigan,Vassar,,
48770,Michigan,Whittemore,,
48787,Michigan,Frankenmuth,"Saginaw, MI",40980
48801,Michigan,Alma,"Alma, MI",10940
48804,Michigan,Mount Pleasant,"Mount Pleasant, MI",34380
48805,Michigan,Okemos,"Lansing-East Lansing, MI",29620
48806,Michigan,Ashley,"Alma, MI",10940
48807,Michigan,Bannister,"Alma, MI",10940
48808,Michigan,Bath,"Lansing-East Lansing, MI",29620
48809,Michigan,Belding,"Grand Rapids-Wyoming-Kentwood, MI",24340
48811,Michigan,Carson City,"Grand Rapids-Wyoming-Kentwood, MI",24340
48812,Michigan,Cedar Lake,"Grand Rapids-Wyoming-Kentwood, MI",24340
48813,Michigan,Charlotte,"Lansing-East Lansing, MI",29620
48815,Michigan,Clarksville,"Grand Rapids-Wyoming-Kentwood, MI",24340
48816,Michigan,Cohoctah,"Detroit-Warren-Dearborn, MI",19820
48817,Michigan,Corunna,"Owosso, MI",37020
48818,Michigan,Crystal,"Grand Rapids-Wyoming-Kentwood, MI",24340
48819,Michigan,Dansville,"Lansing-East Lansing, MI",29620
48820,Michigan,Dewitt,"Lansing-East Lansing, MI",29620
48821,Michigan,Dimondale,"Lansing-East Lansing, MI",29620
48822,Michigan,Eagle,"Lansing-East Lansing, MI",29620
48823,Michigan,East Lansing,"Lansing-East Lansing, MI",29620
48824,Michigan,East Lansing,"Lansing-East Lansing, MI",29620
48825,Michigan,East Lansing,"Lansing-East Lansing, MI",29620
48826,Michigan,East Lansing,"Lansing-East Lansing, MI",29620
48827,Michigan,Eaton Rapids,"Lansing-East Lansing, MI",29620
48829,Michigan,Edmore,"Grand Rapids-Wyoming-Kentwood, MI",24340
48830,Michigan,Elm Hall,"Alma, MI",10940
48831,Michigan,Elsie,"Lansing-East Lansing, MI",29620
48832,Michigan,Elwell,"Alma, MI",10940
48833,Michigan,Eureka,"Lansing-East Lansing, MI",29620
48834,Michigan,Fenwick,"Grand Rapids-Wyoming-Kentwood, MI",24340
48835,Michigan,Fowler,"Lansing-East Lansing, MI",29620
48836,Michigan,Fowlerville,"Detroit-Warren-Dearborn, MI",19820
48837,Michigan,Grand Ledge,"Lansing-East Lansing, MI",29620
48838,Michigan,Greenville,"Grand Rapids-Wyoming-Kentwood, MI",24340
48840,Michigan,Haslett,"Lansing-East Lansing, MI",29620
48841,Michigan,Henderson,"Owosso, MI",37020
48842,Michigan,Holt,"Lansing-East Lansing, MI",29620
48843,Michigan,Howell,"Detroit-Warren-Dearborn, MI",19820
48844,Michigan,Howell,"Detroit-Warren-Dearborn, MI",19820
48845,Michigan,Hubbardston,"Grand Rapids-Wyoming-Kentwood, MI",24340
48846,Michigan,Ionia,"Grand Rapids-Wyoming-Kentwood, MI",24340
48847,Michigan,Ithaca,"Alma, MI",10940
48848,Michigan,Laingsburg,"Owosso, MI",37020
48849,Michigan,Lake Odessa,"Grand Rapids-Wyoming-Kentwood, MI",24340
48850,Michigan,Lakeview,"Grand Rapids-Wyoming-Kentwood, MI",24340
48851,Michigan,Lyons,"Grand Rapids-Wyoming-Kentwood, MI",24340
48852,Michigan,Mcbrides,"Grand Rapids-Wyoming-Kentwood, MI",24340
48853,Michigan,Maple Rapids,"Lansing-East Lansing, MI",29620
48854,Michigan,Mason,"Lansing-East Lansing, MI",29620
48855,Michigan,Howell,"Detroit-Warren-Dearborn, MI",19820
48856,Michigan,Middleton,"Alma, MI",10940
48857,Michigan,Morrice,"Owosso, MI",37020
48858,Michigan,Mount Pleasant,"Mount Pleasant, MI",34380
48859,Michigan,Mount Pleasant,"Mount Pleasant, MI",34380
48860,Michigan,Muir,"Grand Rapids-Wyoming-Kentwood, MI",24340
48861,Michigan,Mulliken,"Lansing-East Lansing, MI",29620
48862,Michigan,North Star,"Alma, MI",10940
48864,Michigan,Okemos,"Lansing-East Lansing, MI",29620
48865,Michigan,Orleans,"Grand Rapids-Wyoming-Kentwood, MI",24340
48866,Michigan,Ovid,"Lansing-East Lansing, MI",29620
48867,Michigan,Owosso,"Owosso, MI",37020
48870,Michigan,Palo,"Grand Rapids-Wyoming-Kentwood, MI",24340
48871,Michigan,Perrinton,"Alma, MI",10940
48872,Michigan,Perry,"Owosso, MI",37020
48873,Michigan,Pewamo,"Grand Rapids-Wyoming-Kentwood, MI",24340
48874,Michigan,Pompeii,"Alma, MI",10940
48875,Michigan,Portland,"Grand Rapids-Wyoming-Kentwood, MI",24340
48876,Michigan,Potterville,"Lansing-East Lansing, MI",29620
48877,Michigan,Riverdale,"Alma, MI",10940
48878,Michigan,Rosebush,"Mount Pleasant, MI",34380
48879,Michigan,Saint Johns,"Lansing-East Lansing, MI",29620
48880,Michigan,Saint Louis,"Alma, MI",10940
48881,Michigan,Saranac,"Grand Rapids-Wyoming-Kentwood, MI",24340
48882,Michigan,Shaftsburg,"Owosso, MI",37020
48883,Michigan,Shepherd,"Mount Pleasant, MI",34380
48884,Michigan,Sheridan,"Grand Rapids-Wyoming-Kentwood, MI",24340
48885,Michigan,Sidney,"Grand Rapids-Wyoming-Kentwood, MI",24340
48886,Michigan,Six Lakes,"Grand Rapids-Wyoming-Kentwood, MI",24340
48888,Michigan,Stanton,"Grand Rapids-Wyoming-Kentwood, MI",24340
48889,Michigan,Sumner,"Alma, MI",10940
48890,Michigan,Sunfield,"Lansing-East Lansing, MI",29620
48891,Michigan,Vestaburg,"Grand Rapids-Wyoming-Kentwood, MI",24340
48892,Michigan,Webberville,"Lansing-East Lansing, MI",29620
48893,Michigan,Weidman,"Mount Pleasant, MI",34380
48894,Michigan,Westphalia,"Lansing-East Lansing, MI",29620
48895,Michigan,Williamston,"Lansing-East Lansing, MI",29620
48896,Michigan,Winn,"Mount Pleasant, MI",34380
48897,Michigan,Woodland,"Grand Rapids-Wyoming-Kentwood, MI",24340
48901,Michigan,Lansing,"Lansing-East Lansing, MI",29620
48906,Michigan,Lansing,"Lansing-East Lansing, MI",29620
48908,Michigan,Lansing,"Lansing-East Lansing, MI",29620
48909,Michigan,Lansing,"Lansing-East Lansing, MI",29620
48910,Michigan,Lansing,"Lansing-East Lansing, MI",29620
48911,Michigan,Lansing,"Lansing-East Lansing, MI",29620
48912,Michigan,Lansing,"Lansing-East Lansing, MI",29620
48915,Michigan,Lansing,"Lansing-East Lansing, MI",29620
48917,Michigan,Lansing,"Lansing-East Lansing, MI",29620
48924,Michigan,Lansing,"Lansing-East Lansing, MI",29620
48933,Michigan,Lansing,"Lansing-East Lansing, MI",29620
48951,Michigan,Lansing,"Lansing-East Lansing, MI",29620
48956,Michigan,Lansing,"Lansing-East Lansing, MI",29620
49001,Michigan,Kalamazoo,"Kalamazoo-Portage, MI",28020
49002,Michigan,Portage,"Kalamazoo-Portage, MI",28020
49003,Michigan,Kalamazoo,"Kalamazoo-Portage, MI",28020
49004,Michigan,Kalamazoo,"Kalamazoo-Portage, MI",28020
49005,Michigan,Kalamazoo,"Kalamazoo-Portage, MI",28020
49006,Michigan,Kalamazoo,"Kalamazoo-Portage, MI",28020
49007,Michigan,Kalamazoo,"Kalamazoo-Portage, MI",28020
49008,Michigan,Kalamazoo,"Kalamazoo-Portage, MI",28020
49009,Michigan,Kalamazoo,"Kalamazoo-Portage, MI",28020
49010,Michigan,Allegan,"Holland, MI",26090
49011,Michigan,Athens,"Battle Creek, MI",12980
49012,Michigan,Augusta,"Kalamazoo-Portage, MI",28020
49013,Michigan,Bangor,,
49014,Michigan,Battle Creek,"Battle Creek, MI",12980
49015,Michigan,Battle Creek,"Battle Creek, MI",12980
49016,Michigan,Battle Creek,"Battle Creek, MI",12980
49017,Michigan,Battle Creek,"Battle Creek, MI",12980
49019,Michigan,Kalamazoo,"Kalamazoo-Portage, MI",28020
49020,Michigan,Bedford,"Battle Creek, MI",12980
49021,Michigan,Bellevue,"Lansing-East Lansing, MI",29620
49022,Michigan,Benton Harbor,"Niles, MI",35660
49023,Michigan,Benton Harbor,"Niles, MI",35660
49024,Michigan,Portage,"Kalamazoo-Portage, MI",28020
49026,Michigan,Bloomingdale,,
49027,Michigan,Breedsville,,
49028,Michigan,Bronson,"Coldwater, MI",17740
49029,Michigan,Burlington,"Battle Creek, MI",12980
49030,Michigan,Burr Oak,"Sturgis, MI",44780
49031,Michigan,Cassopolis,"South Bend-Mishawaka, IN-MI",43780
49032,Michigan,Centreville,"Sturgis, MI",44780
49033,Michigan,Ceresco,"Battle Creek, MI",12980
49034,Michigan,Climax,"Kalamazoo-Portage, MI",28020
49035,Michigan,Cloverdale,"Grand Rapids-Wyoming-Kentwood, MI",24340
49036,Michigan,Coldwater,"Coldwater, MI",17740
49037,Michigan,Battle Creek,"Battle Creek, MI",12980
49038,Michigan,Coloma,"Niles, MI",35660
49040,Michigan,Colon,"Sturgis, MI",44780
49041,Michigan,Comstock,"Kalamazoo-Portage, MI",28020
49042,Michigan,Constantine,"Sturgis, MI",44780
49043,Michigan,Covert,,
49045,Michigan,Decatur,,
49046,Michigan,Delton,"Grand Rapids-Wyoming-Kentwood, MI",24340
49047,Michigan,Dowagiac,"South Bend-Mishawaka, IN-MI",43780
49048,Michigan,Kalamazoo,"Kalamazoo-Portage, MI",28020
49050,Michigan,Dowling,"Grand Rapids-Wyoming-Kentwood, MI",24340
49051,Michigan,East Leroy,"Battle Creek, MI",12980
49052,Michigan,Fulton,"Kalamazoo-Portage, MI",28020
49053,Michigan,Galesburg,"Kalamazoo-Portage, MI",28020
49055,Michigan,Gobles,,
49056,Michigan,Grand Junction,,
49057,Michigan,Hartford,,
49058,Michigan,Hastings,"Grand Rapids-Wyoming-Kentwood, MI",24340
49060,Michigan,Hickory Corners,"Grand Rapids-Wyoming-Kentwood, MI",24340
49061,Michigan,Jones,"South Bend-Mishawaka, IN-MI",43780
49062,Michigan,Kendall,,
49063,Michigan,Lacota,,
49064,Michigan,Lawrence,,
49065,Michigan,Lawton,,
49066,Michigan,Leonidas,"Sturgis, MI",44780
49067,Michigan,Marcellus,"South Bend-Mishawaka, IN-MI",43780
49068,Michigan,Marshall,"Battle Creek, MI",12980
49070,Michigan,Martin,"Holland, MI",26090
49071,Michigan,Mattawan,,
49072,Michigan,Mendon,"Sturgis, MI",44780
49073,Michigan,Nashville,"Grand Rapids-Wyoming-Kentwood, MI",24340
49074,Michigan,Nazareth,"Kalamazoo-Portage, MI",28020
49075,Michigan,Nottawa,"Sturgis, MI",44780
49076,Michigan,Olivet,"Lansing-East Lansing, MI",29620
49077,Michigan,Oshtemo,"Kalamazoo-Portage, MI",28020
49078,Michigan,Otsego,"Holland, MI",26090
49079,Michigan,Paw Paw,,
49080,Michigan,Plainwell,"Holland, MI",26090
49081,Michigan,Portage,"Kalamazoo-Portage, MI",28020
49082,Michigan,Quincy,"Coldwater, MI",17740
49083,Michigan,Richland,"Kalamazoo-Portage, MI",28020
49084,Michigan,Riverside,"Niles, MI",35660
49085,Michigan,Saint Joseph,"Niles, MI",35660
49087,Michigan,Schoolcraft,"Kalamazoo-Portage, MI",28020
49088,Michigan,Scotts,"Kalamazoo-Portage, MI",28020
49089,Michigan,Sherwood,"Coldwater, MI",17740
49090,Michigan,South Haven,,
49091,Michigan,Sturgis,"Sturgis, MI",44780
49092,Michigan,Tekonsha,"Battle Creek, MI",12980
49093,Michigan,Three Rivers,"Sturgis, MI",44780
49094,Michigan,Union City,"Coldwater, MI",17740
49095,Michigan,Vandalia,"South Bend-Mishawaka, IN-MI",43780
49096,Michigan,Vermontville,"Lansing-East Lansing, MI",29620
49097,Michigan,Vicksburg,"Kalamazoo-Portage, MI",28020
49098,Michigan,Watervliet,"Niles, MI",35660
49099,Michigan,White Pigeon,"Sturgis, MI",44780
49101,Michigan,Baroda,"Niles, MI",35660
49102,Michigan,Berrien Center,"Niles, MI",35660
49103,Michigan,Berrien Springs,"Niles, MI",35660
49104,Michigan,Berrien Springs,"Niles, MI",35660
49106,Michigan,Bridgman,"Niles, MI",35660
49107,Michigan,Buchanan,"Niles, MI",35660
49111,Michigan,Eau Claire,"Niles, MI",35660
49112,Michigan,Edwardsburg,"South Bend-Mishawaka, IN-MI",43780
49113,Michigan,Galien,"Niles, MI",35660
49115,Michigan,Harbert,"Niles, MI",35660
49116,Michigan,Lakeside,"Niles, MI",35660
49117,Michigan,New Buffalo,"Niles, MI",35660
49119,Michigan,New Troy,"Niles, MI",35660
49120,Michigan,Niles,"Niles, MI",35660
49125,Michigan,Sawyer,"Niles, MI",35660
49126,Michigan,Sodus,"Niles, MI",35660
49127,Michigan,Stevensville,"Niles, MI",35660
49128,Michigan,Three Oaks,"Niles, MI",35660
49129,Michigan,Union Pier,"Niles, MI",35660
49130,Michigan,Union,"South Bend-Mishawaka, IN-MI",43780
49201,Michigan,Jackson,"Jackson, MI",27100
49202,Michigan,Jackson,"Jackson, MI",27100
49203,Michigan,Jackson,"Jackson, MI",27100
49204,Michigan,Jackson,"Jackson, MI",27100
49220,Michigan,Addison,"Adrian, MI",10300
49221,Michigan,Adrian,"Adrian, MI",10300
49224,Michigan,Albion,"Battle Creek, MI",12980
49227,Michigan,Allen,"Hillsdale, MI",25880
49228,Michigan,Blissfield,"Adrian, MI",10300
49229,Michigan,Britton,"Adrian, MI",10300
49230,Michigan,Brooklyn,"Jackson, MI",27100
49232,Michigan,Camden,"Hillsdale, MI",25880
49233,Michigan,Cement City,"Hillsdale, MI",25880
49234,Michigan,Clarklake,"Jackson, MI",27100
49235,Michigan,Clayton,"Adrian, MI",10300
49236,Michigan,Clinton,"Adrian, MI",10300
49237,Michigan,Concord,"Jackson, MI",27100
49238,Michigan,Deerfield,"Adrian, MI",10300
49239,Michigan,Frontier,"Hillsdale, MI",25880
49240,Michigan,Grass Lake,"Jackson, MI",27100
49241,Michigan,Hanover,"Jackson, MI",27100
49242,Michigan,Hillsdale,"Hillsdale, MI",25880
49245,Michigan,Homer,"Battle Creek, MI",12980
49246,Michigan,Horton,"Jackson, MI",27100
49247,Michigan,Hudson,"Adrian, MI",10300
49248,Michigan,Jasper,"Adrian, MI",10300
49249,Michigan,Jerome,"Hillsdale, MI",25880
49250,Michigan,Jonesville,"Hillsdale, MI",25880
49251,Michigan,Leslie,"Lansing-East Lansing, MI",29620
49252,Michigan,Litchfield,"Hillsdale, MI",25880
49253,Michigan,Manitou Beach,"Adrian, MI",10300
49254,Michigan,Michigan Center,"Jackson, MI",27100
49255,Michigan,Montgomery,"Hillsdale, MI",25880
49256,Michigan,Morenci,"Adrian, MI",10300
49257,Michigan,Moscow,"Hillsdale, MI",25880
49258,Michigan,Mosherville,"Hillsdale, MI",25880
49259,Michigan,Munith,"Jackson, MI",27100
49261,Michigan,Napoleon,"Jackson, MI",27100
49262,Michigan,North Adams,"Hillsdale, MI",25880
49263,Michigan,Norvell,"Jackson, MI",27100
49264,Michigan,Onondaga,"Lansing-East Lansing, MI",29620
49265,Michigan,Onsted,"Adrian, MI",10300
49266,Michigan,Osseo,"Hillsdale, MI",25880
49267,Michigan,Ottawa Lake,"Monroe, MI",33780
49268,Michigan,Palmyra,"Adrian, MI",10300
49269,Michigan,Parma,"Jackson, MI",27100
49270,Michigan,Petersburg,"Monroe, MI",33780
49271,Michigan,Pittsford,"Hillsdale, MI",25880
49272,Michigan,Pleasant Lake,"Jackson, MI",27100
49274,Michigan,Reading,"Hillsdale, MI",25880
49276,Michigan,Riga,"Adrian, MI",10300
49277,Michigan,Rives Junction,"Jackson, MI",27100
49279,Michigan,Sand Creek,"Adrian, MI",10300
49281,Michigan,Somerset,"Hillsdale, MI",25880
49282,Michigan,Somerset Center,"Hillsdale, MI",25880
49283,Michigan,Spring Arbor,"Jackson, MI",27100
49284,Michigan,Springport,"Jackson, MI",27100
49285,Michigan,Stockbridge,"Lansing-East Lansing, MI",29620
49286,Michigan,Tecumseh,"Adrian, MI",10300
49287,Michigan,Tipton,"Adrian, MI",10300
49288,Michigan,Waldron,"Hillsdale, MI",25880
49289,Michigan,Weston,"Adrian, MI",10300
49301,Michigan,Ada,"Grand Rapids-Wyoming-Kentwood, MI",24340
49302,Michigan,Alto,"Grand Rapids-Wyoming-Kentwood, MI",24340
49303,Michigan,Bailey,"Muskegon-Norton Shores, MI",34740
49304,Michigan,Baldwin,,
49305,Michigan,Barryton,"Big Rapids, MI",13660
49306,Michigan,Belmont,"Grand Rapids-Wyoming-Kentwood, MI",24340
49307,Michigan,Big Rapids,"Big Rapids, MI",13660
49309,Michigan,Bitely,,
49310,Michigan,Blanchard,"Mount Pleasant, MI",34380
49311,Michigan,Bradley,"Holland, MI",26090
49312,Michigan,Brohman,,
49314,Michigan,Burnips,"Holland, MI",26090
49315,Michigan,Byron Center,"Grand Rapids-Wyoming-Kentwood, MI",24340
49316,Michigan,Caledonia,"Grand Rapids-Wyoming-Kentwood, MI",24340
49317,Michigan,Cannonsburg,"Grand Rapids-Wyoming-Kentwood, MI",24340
49318,Michigan,Casnovia,"Muskegon-Norton Shores, MI",34740
49319,Michigan,Cedar Springs,"Grand Rapids-Wyoming-Kentwood, MI",24340
49320,Michigan,Chippewa Lake,"Big Rapids, MI",13660
49321,Michigan,Comstock Park,"Grand Rapids-Wyoming-Kentwood, MI",24340
49322,Michigan,Coral,"Grand Rapids-Wyoming-Kentwood, MI",24340
49323,Michigan,Dorr,"Holland, MI",26090
49325,Michigan,Freeport,"Grand Rapids-Wyoming-Kentwood, MI",24340
49326,Michigan,Gowen,"Grand Rapids-Wyoming-Kentwood, MI",24340
49327,Michigan,Grant,,
49328,Michigan,Hopkins,"Holland, MI",26090
49329,Michigan,Howard City,"Grand Rapids-Wyoming-Kentwood, MI",24340
49330,Michigan,Kent City,"Grand Rapids-Wyoming-Kentwood, MI",24340
49331,Michigan,Lowell,"Grand Rapids-Wyoming-Kentwood, MI",24340
49332,Michigan,Mecosta,"Big Rapids, MI",13660
49333,Michigan,Middleville,"Grand Rapids-Wyoming-Kentwood, MI",24340
49335,Michigan,Moline,"Holland, MI",26090
49336,Michigan,Morley,"Big Rapids, MI",13660
49337,Michigan,Newaygo,,
49338,Michigan,Paris,"Big Rapids, MI",13660
49339,Michigan,Pierson,"Grand Rapids-Wyoming-Kentwood, MI",24340
49340,Michigan,Remus,"Big Rapids, MI",13660
49341,Michigan,Rockford,"Grand Rapids-Wyoming-Kentwood, MI",24340
49342,Michigan,Rodney,"Big Rapids, MI",13660
49343,Michigan,Sand Lake,"Grand Rapids-Wyoming-Kentwood, MI",24340
49344,Michigan,Shelbyville,"Holland, MI",26090
49345,Michigan,Sparta,"Grand Rapids-Wyoming-Kentwood, MI",24340
49346,Michigan,Stanwood,"Big Rapids, MI",13660
49347,Michigan,Trufant,"Grand Rapids-Wyoming-Kentwood, MI",24340
49348,Michigan,Wayland,"Holland, MI",26090
49349,Michigan,White Cloud,,
49351,Michigan,Rockford,"Grand Rapids-Wyoming-Kentwood, MI",24340
49401,Michigan,Allendale,"Grand Rapids-Wyoming-Kentwood, MI",24340
49402,Michigan,Branch,"Ludington, MI",31220
49403,Michigan,Conklin,"Grand Rapids-Wyoming-Kentwood, MI",24340
49404,Michigan,Coopersville,"Grand Rapids-Wyoming-Kentwood, MI",24340
49405,Michigan,Custer,"Ludington, MI",31220
49406,Michigan,Douglas,"Holland, MI",26090
49408,Michigan,Fennville,"Holland, MI",26090
49409,Michigan,Ferrysburg,"Grand Rapids-Wyoming-Kentwood, MI",24340
49410,Michigan,Fountain,"Ludington, MI",31220
49411,Michigan,Free Soil,"Ludington, MI",31220
49412,Michigan,Fremont,,
49413,Michigan,Fremont,,
49415,Michigan,Fruitport,"Muskegon-Norton Shores, MI",34740
49416,Michigan,Glenn,"Holland, MI",26090
