County,State,State Abbreviation,County Population,FIPS - County Code,County Name Fragment,County % of State Population,State Population
Capitol Planning Region,Connecticut,CT,969029,09110,capitol-planning-region-ct,0.26367640988509333,3675069
Greater Bridgeport Planning Region,Connecticut,CT,326296,09120,greater-bridgeport-planning-region-ct,0.08878636020167241,3675069
Lower Connecticut River Valley Planning Region,Connecticut,CT,174983,09130,lower-connecticut-river-valley-planning-region-ct,0.04761352780043041,3675069
Naugatuck Valley Planning Region,Connecticut,CT,452303,09140,naugatuck-valley-planning-region-ct,0.12307333549383699,3675069
Northeastern Connecticut Planning Region,Connecticut,CT,95829,09150,northeastern-connecticut-planning-region-ct,0.026075428787867658,3675069
Northwest Hills Planning Region,Connecticut,CT,112848,09160,northwest-hills-planning-region-ct,0.03070636224789249,3675069
South Central Connecticut Planning Region,Connecticut,CT,566803,09170,south-central-connecticut-planning-region-ct,0.1542292131113729,3675069
Southeastern Connecticut Planning Region,Connecticut,CT,279025,09180,southeastern-connecticut-planning-region-ct,0.07592374456098648,3675069
Western Connecticut Planning Region,Connecticut,CT,621232,09190,western-connecticut-planning-region-ct,0.16903954728469045,3675069
Kent County,Delaware,DE,185043,10001,kent-county-de,0.1759102666845388,1051917
New Castle County,Delaware,DE,573030,10003,new-castle-county-de,0.5447483023850741,1051917
Sussex County,Delaware,DE,247799,10005,sussex-county-de,0.23556896599256405,1051917
District of Columbia,District Of Columbia,DC,672079,11001,district-of-columbia-dc,0.9570366678533286,702250
Alachua County,Florida,FL,281751,12001,alachua-county-fl,0.012054954996777155,23372215
Baker County,Florida,FL,28186,12003,baker-county-fl,0.001205961865403001,23372215
Bay County,Florida,FL,181368,12005,bay-county-fl,0.007759983381977275,23372215
Bradford County,Florida,FL,27888,12007,bradford-county-fl,0.0011932116831887777,23372215
Brevard County,Florida,FL,620533,12009,brevard-county-fl,0.026550029597109216,23372215
Broward County,Florida,FL,1946127,12011,broward-county-fl,0.08326669081214597,23372215
Calhoun County,Florida,FL,13593,12013,calhoun-county-fl,0.0005815880095232737,23372215
Charlotte County,Florida,FL,195083,12015,charlotte-county-fl,0.008346791264756036,23372215
Citrus County,Florida,FL,158693,12017,citrus-county-fl,0.00678981431584469,23372215
Clay County,Florida,FL,223436,12019,clay-county-fl,0.009559898366500565,23372215
Collier County,Florida,FL,387681,12021,collier-county-fl,0.016587259701316286,23372215
Columbia County,Florida,FL,70755,12023,columbia-county-fl,0.0030273125589508738,23372215
Dade County,Florida,FL,,12025,dade-county-fl,,23372215
DeSoto County,Florida,FL,34719,12027,desoto-county-fl,0.0014854817996497122,23372215
Dixie County,Florida,FL,16952,12029,dixie-county-fl,0.0007253056674346013,23372215
Duval County,Florida,FL,1007189,12031,duval-county-fl,0.04309343380591014,23372215
Escambia County,Florida,FL,323275,12033,escambia-county-fl,0.013831594480882534,23372215
Flagler County,Florida,FL,121710,12035,flagler-county-fl,0.0052074653600439665,23372215
Franklin County,Florida,FL,12418,12037,franklin-county-fl,0.0005313146400544407,23372215
Gadsden County,Florida,FL,43642,12039,gadsden-county-fl,0.0018672599066883477,23372215
Gilchrist County,Florida,FL,18494,12041,gilchrist-county-fl,0.0007912814425162527,23372215
Glades County,Florida,FL,12324,12043,glades-county-fl,0.0005272927704969341,23372215
Gulf County,Florida,FL,14772,12045,gulf-county-fl,0.0006320325223775324,23372215
Hamilton County,Florida,FL,13445,12047,hamilton-county-fl,0.0005752557042625185,23372215
Hardee County,Florida,FL,25508,12049,hardee-county-fl,0.0010913813688604183,23372215
Hendry County,Florida,FL,40798,12051,hendry-county-fl,0.0017455769596505936,23372215
Hernando County,Florida,FL,201512,12053,hernando-county-fl,0.008621861470981677,23372215
Highlands County,Florida,FL,103808,12055,highlands-county-fl,0.004441513138570734,23372215
Hillsborough County,Florida,FL,1489634,12057,hillsborough-county-fl,0.0637352514513494,23372215
Holmes County,Florida,FL,19626,12059,holmes-county-fl,0.0008397150205917582,23372215
Indian River County,Florida,FL,163856,12061,indian-river-county-fl,0.00701071764058306,23372215
Jackson County,Florida,FL,47652,12063,jackson-county-fl,0.0020388311505777266,23372215
Jefferson County,Florida,FL,14713,12065,jefferson-county-fl,0.0006295081574425017,23372215
Lafayette County,Florida,FL,8035,12067,lafayette-county-fl,0.0003437842754741046,23372215
Lake County,Florida,FL,398696,12069,lake-county-fl,0.017058545798932623,23372215
Lee County,Florida,FL,792692,12071,lee-county-fl,0.03391599811998991,23372215
Leon County,Florida,FL,295335,12073,leon-county-fl,0.012636157933683221,23372215
Levy County,Florida,FL,44276,12075,levy-county-fl,0.0018943861332783392,23372215
Liberty County,Florida,FL,7650,12077,liberty-county-fl,0.00032731172462687,23372215
Madison County,Florida,FL,18113,12079,madison-county-fl,0.0007749800350544439,23372215
Manatee County,Florida,FL,416020,12081,manatee-county-fl,0.017799767801211824,23372215
Marion County,Florida,FL,387697,12083,marion-county-fl,0.016587944274857987,23372215
Martin County,Florida,FL,160464,12085,martin-county-fl,0.006865588049741969,23372215
Miami-Dade,Florida,FL,2685296,12086,miami-dade-fl,0.1148926620775994,23372215
Monroe County,Florida,FL,81840,12087,monroe-county-fl,0.003501593665812162,23372215
Nassau County,Florida,FL,94653,12089,nassau-county-fl,0.004049808715177402,23372215
Okaloosa County,Florida,FL,214281,12091,okaloosa-county-fl,0.009168193943107233,23372215
Okeechobee County,Florida,FL,40249,12093,okeechobee-county-fl,0.0017220875300009006,23372215
Orange County,Florida,FL,1440471,12095,orange-county-fl,0.06163177088692706,23372215
Osceola County,Florida,FL,406943,12097,osceola-county-fl,0.017411400673834294,23372215
Palm Beach County,Florida,FL,1507453,12099,palm-beach-county-fl,0.06449765244757504,23372215
Pasco County,Florida,FL,588758,12101,pasco-county-fl,0.025190509329132905,23372215
Pinellas County,Florida,FL,960565,12103,pinellas-county-fl,0.04109858650538684,23372215
Polk County,Florida,FL,760961,12105,polk-county-fl,0.03255836042925328,23372215
Putnam County,Florida,FL,74235,12107,putnam-county-fl,0.0031762073042713324,23372215
St. Johns County,Florida,FL,292243,12109,st.-johns-county-fl,0.012503864096749067,23372215
St. Lucie County,Florida,FL,346237,12111,st.-lucie-county-fl,0.014814043084919423,23372215
Santa Rosa County,Florida,FL,193719,12113,santa-rosa-county-fl,0.008288431370325833,23372215
Sarasota County,Florida,FL,449011,12115,sarasota-county-fl,0.019211315658357583,23372215
Seminole County,Florida,FL,474912,12117,seminole-county-fl,0.02031951186483609,23372215
Sumter County,Florida,FL,137536,12119,sumter-county-fl,0.005884594164481201,23372215
Suwannee County,Florida,FL,44484,12121,suwannee-county-fl,0.0019032855893204815,23372215
Taylor County,Florida,FL,21422,12123,taylor-county-fl,0.0009165584006479489,23372215
Union County,Florida,FL,15551,12125,union-county-fl,0.0006653626966892099,23372215
Volusia County,Florida,FL,568229,12127,volusia-county-fl,0.024312158689281268,23372215
Wakulla County,Florida,FL,34608,12129,wakulla-county-fl,0.0014807325707041458,23372215
Walton County,Florida,FL,79846,12131,walton-county-fl,0.0034162786881773936,23372215
Washington County,Florida,FL,25259,12133,washington-county-fl,0.0010807276931176612,23372215
Appling County,Georgia,GA,18426,13001,appling-county-ga,0.0016479922238664979,11180878
Atkinson County,Georgia,GA,8261,13003,atkinson-county-ga,0.0007388507414176239,11180878
Bacon County,Georgia,GA,11129,13005,bacon-county-ga,0.000995360113937385,11180878
Baker County,Georgia,GA,2830,13007,baker-county-ga,0.00025311071277228853,11180878
Baldwin County,Georgia,GA,43669,13009,baldwin-county-ga,0.0039056861187466672,11180878
Banks County,Georgia,GA,18757,13011,banks-county-ga,0.0016775963390352707,11180878
Barrow County,Georgia,GA,86982,13013,barrow-county-ga,0.0077795321619643825,11180878
Bartow County,Georgia,GA,111153,13015,bartow-county-ga,0.009941348076600067,11180878
Ben Hill County,Georgia,GA,17138,13017,ben-hill-county-ga,0.001532795546110064,11180878
Berrien County,Georgia,GA,18257,13019,berrien-county-ga,0.0016328771318316862,11180878
Bibb County,Georgia,GA,156543,13021,bibb-county-ga,0.014000957706541473,11180878
Bleckley County,Georgia,GA,12414,13023,bleckley-county-ga,0.0011102884764505971,11180878
Brantley County,Georgia,GA,18171,13025,brantley-county-ga,0.0016251854281926696,11180878
Brooks County,Georgia,GA,16285,13027,brooks-county-ga,0.0014565045786207487,11180878
Bryan County,Georgia,GA,46681,13029,bryan-county-ga,0.004175074622941061,11180878
Bulloch County,Georgia,GA,81372,13031,bulloch-county-ga,0.0072777826571401635,11180878
Burke County,Georgia,GA,24427,13033,burke-county-ga,0.0021847121487239196,11180878
Butts County,Georgia,GA,26074,13035,butts-county-ga,0.002332017217252527,11180878
Calhoun County,Georgia,GA,5528,13037,calhoun-county-ga,0.0004944155548428308,11180878
Camden County,Georgia,GA,56036,13039,camden-county-ga,0.0050117709897201275,11180878
Candler County,Georgia,GA,10972,13043,candler-county-ga,0.0009813182828754593,11180878
Carroll County,Georgia,GA,122187,13045,carroll-county-ga,0.01092821154116877,11180878
Catoosa County,Georgia,GA,68356,13047,catoosa-county-ga,0.006113652255216451,11180878
Charlton County,Georgia,GA,12711,13049,charlton-county-ga,0.0011368516855295263,11180878
Chatham County,Georgia,GA,298143,13051,chatham-county-ga,0.026665437186596617,11180878
Chattahoochee County,Georgia,GA,9181,13053,chattahoochee-county-ga,0.0008211340826722195,11180878
Chattooga County,Georgia,GA,24975,13055,chattooga-county-ga,0.0022337243998190484,11180878
Cherokee County,Georgia,GA,274539,13057,cherokee-county-ga,0.024554332852929798,11180878
Clarke County,Georgia,GA,129267,13059,clarke-county-ga,0.011561435515171527,11180878
Clay County,Georgia,GA,2853,13061,clay-county-ga,0.00025516779630365343,11180878
Clayton County,Georgia,GA,298771,13063,clayton-county-ga,0.026721604510844318,11180878
Clinch County,Georgia,GA,6722,13065,clinch-county-ga,0.0006012050216449907,11180878
Cobb County,Georgia,GA,769152,13067,cobb-county-ga,0.06879173531810293,11180878
Coffee County,Georgia,GA,43161,13069,coffee-county-ga,0.0038602514042278256,11180878
Colquitt County,Georgia,GA,45907,13071,colquitt-county-ga,0.004105849290189912,11180878
Columbia County,Georgia,GA,159638,13073,columbia-county-ga,0.01427776959913166,11180878
Cook County,Georgia,GA,17363,13075,cook-county-ga,0.001552919189351677,11180878
Coweta County,Georgia,GA,150071,13077,coweta-county-ga,0.013422112288498274,11180878
Crawford County,Georgia,GA,12183,13079,crawford-county-ga,0.001089628202722541,11180878
Crisp County,Georgia,GA,19995,13081,crisp-county-ga,0.001788321096071346,11180878
Dade County,Georgia,GA,16196,13083,dade-county-ga,0.0014485445597385107,11180878
Dawson County,Georgia,GA,28704,13085,dawson-county-ga,0.002567240247143382,11180878
Decatur County,Georgia,GA,29118,13087,decatur-county-ga,0.0026042677507079498,11180878
DeKalb County,Georgia,GA,762105,13089,dekalb-county-ga,0.06816146281177561,11180878
Dodge County,Georgia,GA,19909,13091,dodge-county-ga,0.0017806293924323296,11180878
Dooly County,Georgia,GA,11026,13093,dooly-county-ga,0.0009861479572534464,11180878
Dougherty County,Georgia,GA,83915,13095,dougherty-county-ga,0.007505224544977595,11180878
Douglas County,Georgia,GA,146141,13097,douglas-county-ga,0.013070619319878098,11180878
Early County,Georgia,GA,10683,13099,early-county-ga,0.0009554705811117874,11180878
Echols County,Georgia,GA,3705,13101,echols-county-ga,0.00033136932537856153,11180878
Effingham County,Georgia,GA,67265,13103,effingham-county-ga,0.0060160749450982294,11180878
Elbert County,Georgia,GA,19725,13105,elbert-county-ga,0.0017641727241814104,11180878
Emanuel County,Georgia,GA,22961,13107,emanuel-county-ga,0.0020535954332030096,11180878
Evans County,Georgia,GA,10740,13109,evans-county-ga,0.0009605685707329961,11180878
Fannin County,Georgia,GA,25605,13111,fannin-county-ga,0.0022900706008955646,11180878
Fayette County,Georgia,GA,120689,13113,fayette-county-ga,0.01079423279638683,11180878
Floyd County,Georgia,GA,98985,13115,floyd-county-ga,0.008853061450093633,11180878
Forsyth County,Georgia,GA,260062,13117,forsyth-county-ga,0.02325953292755721,11180878
Franklin County,Georgia,GA,23840,13119,franklin-county-ga,0.0021322117994669113,11180878
Fulton County,Georgia,GA,1068507,13121,fulton-county-ga,0.09556557186296102,11180878
Gilmer County,Georgia,GA,31976,13123,gilmer-county-ga,0.002859882739083639,11180878
Glascock County,Georgia,GA,2913,13125,glascock-county-ga,0.0002605341011680836,11180878
Glynn County,Georgia,GA,84987,13127,glynn-county-ga,0.0076011025252220804,11180878
Gordon County,Georgia,GA,58336,13129,gordon-county-ga,0.005217479342856616,11180878
Grady County,Georgia,GA,26056,13131,grady-county-ga,0.002330407325793198,11180878
Greene County,Georgia,GA,19586,13133,greene-county-ga,0.001751740784578814,11180878
Gwinnett County,Georgia,GA,966972,13135,gwinnett-county-ga,0.08648444245612912,11180878
Habersham County,Georgia,GA,46948,13137,habersham-county-ga,0.0041989546795877745,11180878
Hall County,Georgia,GA,208395,13139,hall-county-ga,0.018638518370382003,11180878
Hancock County,Georgia,GA,8630,13141,hancock-county-ga,0.0007718535163338693,11180878
Haralson County,Georgia,GA,30720,13143,haralson-county-ga,0.0027475480905882347,11180878
Harris County,Georgia,GA,35509,13145,harris-county-ga,0.0031758686571841674,11180878
Hart County,Georgia,GA,26484,13147,hart-county-ga,0.0023686869671594663,11180878
Heard County,Georgia,GA,11616,13149,heard-county-ga,0.0010389166217536763,11180878
Henry County,Georgia,GA,245417,13151,henry-county-ga,0.021949707348564218,11180878
Houston County,Georgia,GA,166902,13153,houston-county-ga,0.014927450241385337,11180878
Irwin County,Georgia,GA,9385,13155,irwin-county-ga,0.000839379519211282,11180878
Jackson County,Georgia,GA,80640,13157,jackson-county-ga,0.007212313737794116,11180878
Jasper County,Georgia,GA,15345,13159,jasper-county-ga,0.0013724324690780098,11180878
Jeff Davis County,Georgia,GA,14838,13161,jeff-davis-county-ga,0.001327087192973575,11180878
Jefferson County,Georgia,GA,15468,13163,jefferson-county-ga,0.0013834333940500915,11180878
Jenkins County,Georgia,GA,8674,13165,jenkins-county-ga,0.0007757888065677847,11180878
Johnson County,Georgia,GA,9192,13167,johnson-county-ga,0.0008221179052306984,11180878
Jones County,Georgia,GA,28526,13169,jones-county-ga,0.002551320209378906,11180878
Lamar County,Georgia,GA,19098,13171,lamar-county-ga,0.0017080948383481154,11180878
Lanier County,Georgia,GA,10094,13173,lanier-county-ga,0.0009027913550259649,11180878
Laurens County,Georgia,GA,49619,13175,laurens-county-ga,0.004437844684469323,11180878
Lee County,Georgia,GA,33337,13177,lee-county-ga,0.002981608421091796,11180878
Liberty County,Georgia,GA,66826,13179,liberty-county-ga,0.005976811481173482,11180878
Lincoln County,Georgia,GA,7773,13181,lincoln-county-ga,0.0006952047951869254,11180878
Long County,Georgia,GA,17512,13183,long-county-ga,0.0015662455130983452,11180878
Lowndes County,Georgia,GA,119055,13185,lowndes-county-ga,0.010648090427245517,11180878
Lumpkin County,Georgia,GA,33931,13187,lumpkin-county-ga,0.0030347348392496544,11180878
McDuffie County,Georgia,GA,21687,13189,mcduffie-county-ga,0.0019396508932482761,11180878
McIntosh County,Georgia,GA,11187,13191,mcintosh-county-ga,0.0010005475419730006,11180878
Macon County,Georgia,GA,11953,13193,macon-county-ga,0.0010690573674088921,11180878
Madison County,Georgia,GA,30914,13195,madison-county-ga,0.0027648991429832254,11180878
Marion County,Georgia,GA,7474,13197,marion-county-ga,0.0006684627092791818,11180878
Meriwether County,Georgia,GA,20757,13199,meriwether-county-ga,0.001856473167849609,11180878
Miller County,Georgia,GA,5873,13201,miller-county-ga,0.0005252718078133041,11180878
Mitchell County,Georgia,GA,21441,13205,mitchell-county-ga,0.0019176490433041127,11180878
Monroe County,Georgia,GA,28919,13207,monroe-county-ga,0.002586469506240923,11180878
Montgomery County,Georgia,GA,8675,13209,montgomery-county-ga,0.0007758782449821919,11180878
Morgan County,Georgia,GA,20614,13211,morgan-county-ga,0.0018436834745893837,11180878
Murray County,Georgia,GA,40282,13213,murray-county-ga,0.0036027582091495854,11180878
Muscogee County,Georgia,GA,204383,13215,muscogee-county-ga,0.01827969145178044,11180878
Newton County,Georgia,GA,115530,13217,newton-county-ga,0.010332820016460246,11180878
