County,State,State Abbreviation,County Population,FIPS - County Code,County Name Fragment,County % of State Population,State Population
Scott County,Missouri,MO,37967,29201,scott-county-mo,0.006079130044099192,6245466
Shannon County,Missouri,MO,7137,29203,shannon-county-mo,0.001142748995831536,6245466
Shelby County,Missouri,MO,6011,29205,shelby-county-mo,0.000962458205680729,6245466
Stoddard County,Missouri,MO,28547,29207,stoddard-county-mo,0.004570835867171481,6245466
Stone County,Missouri,MO,31697,29209,stone-county-mo,0.005075201754360684,6245466
Sullivan County,Missouri,MO,5903,29211,sullivan-county-mo,0.0009451656609770992,6245466
Taney County,Missouri,MO,56382,29213,taney-county-mo,0.009027669032222735,6245466
Texas County,Missouri,MO,24956,29215,texas-county-mo,0.00399585875577579,6245466
Vernon County,Missouri,MO,19713,29217,vernon-county-mo,0.0031563697568764283,6245466
Warren County,Missouri,MO,36467,29219,warren-county-mo,0.005838955812104333,6245466
Washington County,Missouri,MO,23483,29221,washington-county-mo,0.0037600076599568393,6245466
Wayne County,Missouri,MO,10942,29223,wayne-county-mo,0.00175199096432516,6245466
Webster County,Missouri,MO,39868,29225,webster-county-mo,0.006383510854114008,6245466
Worth County,Missouri,MO,1956,29227,worth-county-mo,0.0003131871985212953,6245466
Wright County,Missouri,MO,18722,29229,wright-county-mo,0.0029976946476051587,6245466
St. Louis city,Missouri,MO,293109,29510,st.-louis-city-mo,0.04693148597718729,6245466
Beaverhead County,Montana,MT,9590,30001,beaverhead-county-mt,0.008432748610003402,1137233
Big Horn County,Montana,MT,12963,30003,big-horn-county-mt,0.011398719523615652,1137233
Blaine County,Montana,MT,6997,30005,blaine-county-mt,0.006152652974368489,1137233
Broadwater County,Montana,MT,7310,30007,broadwater-county-mt,0.006427882412838881,1137233
Carbon County,Montana,MT,10877,30009,carbon-county-mt,0.009564442818666008,1137233
Carter County,Montana,MT,1361,30011,carter-county-mt,0.001196764427342506,1137233
Cascade County,Montana,MT,84601,30013,cascade-county-mt,0.07439196716943669,1137233
Chouteau County,Montana,MT,5888,30015,chouteau-county-mt,0.00517747902144943,1137233
Custer County,Montana,MT,11938,30017,custer-county-mt,0.010497409062171077,1137233
Daniels County,Montana,MT,1524,30019,daniels-county-mt,0.00134009477389418,1137233
Dawson County,Montana,MT,8874,30021,dawson-county-mt,0.007803150277911387,1137233
Deer Lodge County,Montana,MT,9512,30023,deer-lodge-county-mt,0.00836416108220567,1137233
Fallon County,Montana,MT,2817,30025,fallon-county-mt,0.0024770649462335335,1137233
Fergus County,Montana,MT,11581,30027,fergus-county-mt,0.010183489223404526,1137233
Flathead County,Montana,MT,108445,30029,flathead-county-mt,0.09535864682083618,1137233
Gallatin County,Montana,MT,122194,30031,gallatin-county-mt,0.10744851758610592,1137233
Garfield County,Montana,MT,938,30033,garfield-county-mt,0.0008248089881317197,1137233
Glacier County,Montana,MT,13713,30035,glacier-county-mt,0.012058214983209246,1137233
Golden Valley County,Montana,MT,840,30037,golden-valley-county-mt,0.0007386349147448237,1137233
Granite County,Montana,MT,3419,30039,granite-county-mt,0.003006419968467324,1137233
Hill County,Montana,MT,16260,30041,hill-county-mt,0.014297861563989087,1137233
Jefferson County,Montana,MT,12501,30043,jefferson-county-mt,0.010992470320506001,1137233
Judith Basin County,Montana,MT,2053,30045,judith-basin-county-mt,0.0018052589047275272,1137233
Lake County,Montana,MT,32073,30047,lake-county-mt,0.02820266383406039,1137233
Lewis and Clark County,Montana,MT,72580,30049,lewis-and-clark-county-mt,0.06382157394307059,1137233
Liberty County,Montana,MT,1968,30051,liberty-county-mt,0.0017305160859735868,1137233
Lincoln County,Montana,MT,20656,30053,lincoln-county-mt,0.018163384284486998,1137233
McCone County,Montana,MT,1818,30055,mccone-county-mt,0.0015986169940548683,1137233
Madison County,Montana,MT,8975,30057,madison-county-mt,0.007891962333136658,1137233
Meagher County,Montana,MT,1979,30059,meagher-county-mt,0.0017401886860476262,1137233
Mineral County,Montana,MT,4796,30061,mineral-county-mt,0.0042172536322811595,1137233
Missoula County,Montana,MT,119639,30063,missoula-county-mt,0.10520183638709042,1137233
Musselshell County,Montana,MT,5068,30065,musselshell-county-mt,0.004456430652293769,1137233
Park County,Montana,MT,17484,30067,park-county-mt,0.015374158154045829,1137233
Petroleum County,Montana,MT,401,30069,petroleum-county-mt,0.00035261023906270746,1137233
Phillips County,Montana,MT,4224,30071,phillips-county-mt,0.003714278428431113,1137233
Pondera County,Montana,MT,6012,30073,pondera-county-mt,0.005286515604102237,1137233
Powder River County,Montana,MT,1762,30075,powder-river-county-mt,0.0015493746664052134,1137233
Powell County,Montana,MT,7029,30077,powell-county-mt,0.006180791447311149,1137233
Prairie County,Montana,MT,1251,30079,prairie-county-mt,0.0011000384266021124,1137233
Ravalli County,Montana,MT,45807,30081,ravalli-county-mt,0.040279344690138254,1137233
Richland County,Montana,MT,11329,30083,richland-county-mt,0.009961898748981079,1137233
Roosevelt County,Montana,MT,10665,30085,roosevelt-county-mt,0.009378025435420885,1137233
Rosebud County,Montana,MT,8236,30087,rosebud-county-mt,0.007242139473617104,1137233
Sanders County,Montana,MT,12936,30089,sanders-county-mt,0.011374977687070284,1137233
Sheridan County,Montana,MT,3677,30091,sheridan-county-mt,0.0032332864065675194,1137233
Silver Bow County,Montana,MT,35589,30093,silver-bow-county-mt,0.03129437854863515,1137233
Stillwater County,Montana,MT,9052,30095,stillwater-county-mt,0.007959670533654933,1137233
Sweet Grass County,Montana,MT,3713,30097,sweet-grass-county-mt,0.003264942188628012,1137233
Teton County,Montana,MT,6291,30099,teton-county-mt,0.005531847915071054,1137233
Toole County,Montana,MT,5028,30101,toole-county-mt,0.0044212575611154445,1137233
Treasure County,Montana,MT,761,30103,treasure-county-mt,0.0006691680596676319,1137233
Valley County,Montana,MT,7540,30105,valley-county-mt,0.0066301276871142505,1137233
Wheatland County,Montana,MT,2049,30107,wheatland-county-mt,0.0018017415956096947,1137233
Wibaux County,Montana,MT,1148,30109,wibaux-county-mt,0.0010094677168179255,1137233
Yellowstone County,Montana,MT,167340,30111,yellowstone-county-mt,0.14714662694452235,1137233
Yellowstone National Park,Montana,MT,,30113,yellowstone-national-park-mt,,1137233
Adams County,Nebraska,NE,31034,31001,adams-county-ne,0.015474715340332542,2005465
Antelope County,Nebraska,NE,6302,31003,antelope-county-ne,0.0031424133555060796,2005465
Arthur County,Nebraska,NE,540,31005,arthur-county-ne,0.0002692642354765603,2005465
Banner County,Nebraska,NE,657,31007,banner-county-ne,0.00032760481982981504,2005465
Blaine County,Nebraska,NE,385,31009,blaine-county-ne,0.0001919754271453254,2005465
Boone County,Nebraska,NE,5366,31011,boone-county-ne,0.0026756886806800417,2005465
Box Butte County,Nebraska,NE,10754,31013,box-butte-county-ne,0.005362347385768388,2005465
Boyd County,Nebraska,NE,1704,31015,boyd-county-ne,0.0008496782541704791,2005465
Brown County,Nebraska,NE,2739,31017,brown-county-ne,0.0013657680388338865,2005465
Buffalo County,Nebraska,NE,50323,31019,buffalo-county-ne,0.025092933559049894,2005465
Burt County,Nebraska,NE,6730,31021,burt-county-ne,0.003355830193994909,2005465
Butler County,Nebraska,NE,8413,31023,butler-county-ne,0.004195037061230189,2005465
Cass County,Nebraska,NE,26963,31025,cass-county-ne,0.01344476218732314,2005465
Cedar County,Nebraska,NE,8344,31027,cedar-county-ne,0.004160631075585962,2005465
Chase County,Nebraska,NE,3639,31029,chase-county-ne,0.0018145417646281536,2005465
Cherry County,Nebraska,NE,5468,31031,cherry-county-ne,0.0027265497029367253,2005465
Cheyenne County,Nebraska,NE,9478,31033,cheyenne-county-ne,0.004726085970086738,2005465
Clay County,Nebraska,NE,6084,31035,clay-county-ne,0.003033710386369246,2005465
Colfax County,Nebraska,NE,10541,31037,colfax-county-ne,0.005256137603997078,2005465
Cuming County,Nebraska,NE,8976,31039,cuming-county-ne,0.004475769958588158,2005465
Custer County,Nebraska,NE,10544,31041,custer-county-ne,0.0052576335164163926,2005465
Dakota County,Nebraska,NE,21331,31043,dakota-county-ne,0.010636435938797236,2005465
Dawes County,Nebraska,NE,8212,31045,dawes-county-ne,0.004094810929136135,2005465
Dawson County,Nebraska,NE,24020,31047,dawson-county-ne,0.011977272103975886,2005465
Deuel County,Nebraska,NE,1865,31049,deuel-county-ne,0.0009299588873403425,2005465
Dixon County,Nebraska,NE,5561,31051,dixon-county-ne,0.0027729229879354662,2005465
Dodge County,Nebraska,NE,37146,31053,dodge-county-ne,0.01852238757594872,2005465
Douglas County,Nebraska,NE,585461,31055,douglas-county-ne,0.2919327936413749,2005465
Dundy County,Nebraska,NE,1811,31057,dundy-county-ne,0.0009030324637926864,2005465
Fillmore County,Nebraska,NE,5551,31059,fillmore-county-ne,0.002767936613204419,2005465
Franklin County,Nebraska,NE,2868,31061,franklin-county-ne,0.001430092272864398,2005465
Frontier County,Nebraska,NE,2562,31063,frontier-county-ne,0.0012775092060943471,2005465
Furnas County,Nebraska,NE,4605,31065,furnas-county-ne,0.0022962255636473335,2005465
Gage County,Nebraska,NE,21646,31067,gage-county-ne,0.01079350674282523,2005465
Garden County,Nebraska,NE,1620,31069,garden-county-ne,0.0008077927064296809,2005465
Garfield County,Nebraska,NE,1797,31071,garfield-county-ne,0.0008960515391692202,2005465
Gosper County,Nebraska,NE,1929,31073,gosper-county-ne,0.0009618716856190459,2005465
Grant County,Nebraska,NE,695,31075,grant-county-ne,0.0003465530438077952,2005465
Greeley County,Nebraska,NE,2211,31077,greeley-county-ne,0.001102487453034583,2005465
Hall County,Nebraska,NE,62431,31079,hall-county-ne,0.031130436083402102,2005465
Hamilton County,Nebraska,NE,9438,31081,hamilton-county-ne,0.004706140471162548,2005465
Harlan County,Nebraska,NE,3006,31083,harlan-county-ne,0.0014989042441528524,2005465
Hayes County,Nebraska,NE,854,31085,hayes-county-ne,0.00042583640203144906,2005465
Hitchcock County,Nebraska,NE,2601,31087,hitchcock-county-ne,0.001296956067545432,2005465
Holt County,Nebraska,NE,10093,31089,holt-county-ne,0.005032748016046154,2005465
Hooker County,Nebraska,NE,613,31091,hooker-county-ne,0.00030566477101320644,2005465
Howard County,Nebraska,NE,6492,31093,howard-county-ne,0.0032371544753959803,2005465
Jefferson County,Nebraska,NE,7155,31095,jefferson-county-ne,0.0035677511200644238,2005465
Johnson County,Nebraska,NE,5263,31097,johnson-county-ne,0.0026243290209502536,2005465
Kearney County,Nebraska,NE,6697,31099,kearney-county-ne,0.0033393751573824525,2005465
Keith County,Nebraska,NE,8239,31101,keith-county-ne,0.004108274140909964,2005465
Keya Paha County,Nebraska,NE,939,31103,keya-paha-county-ne,0.00046822058724535205,2005465
Kimball County,Nebraska,NE,3348,31105,kimball-county-ne,0.0016694382599546738,2005465
Knox County,Nebraska,NE,8362,31107,knox-county-ne,0.004169606550101847,2005465
Lancaster County,Nebraska,NE,323673,31109,lancaster-county-ne,0.16139548683223093,2005465
Lincoln County,Nebraska,NE,34122,31111,lincoln-county-ne,0.01701450785727998,2005465
Logan County,Nebraska,NE,812,31113,logan-county-ne,0.00040489362816104995,2005465
Loup County,Nebraska,NE,564,31115,loup-county-ne,0.00028123153483107407,2005465
McPherson County,Nebraska,NE,463,31117,mcpherson-county-ne,0.0002308691500474952,2005465
Madison County,Nebraska,NE,35535,31119,madison-county-ne,0.017719082606776983,2005465
Merrick County,Nebraska,NE,7696,31121,merrick-county-ne,0.003837513993014089,2005465
Morrill County,Nebraska,NE,4544,31123,morrill-county-ne,0.0022658086777879445,2005465
Nance County,Nebraska,NE,3342,31125,nance-county-ne,0.0016664464351160454,2005465
Nemaha County,Nebraska,NE,7035,31127,nemaha-county-ne,0.003507914623291855,2005465
Nuckolls County,Nebraska,NE,4089,31129,nuckolls-county-ne,0.002038928627525287,2005465
Otoe County,Nebraska,NE,16075,31131,otoe-county-ne,0.008015597380158716,2005465
Pawnee County,Nebraska,NE,2539,31133,pawnee-county-ne,0.0012660405442129381,2005465
Perkins County,Nebraska,NE,2835,31135,perkins-county-ne,0.0014136372362519415,2005465
Phelps County,Nebraska,NE,8983,31137,phelps-county-ne,0.004479260420899891,2005465
Pierce County,Nebraska,NE,7312,31139,pierce-county-ne,0.0036460372033418685,2005465
Platte County,Nebraska,NE,34358,31141,platte-county-ne,0.017132186300932703,2005465
Polk County,Nebraska,NE,5209,31143,polk-county-ne,0.0025974025974025974,2005465
Red Willow County,Nebraska,NE,10611,31145,red-willow-county-ne,0.00529104222711441,2005465
Richardson County,Nebraska,NE,7797,31147,richardson-county-ne,0.003887876377797668,2005465
Rock County,Nebraska,NE,1335,31149,rock-county-ne,0.0006656810265948296,2005465
Saline County,Nebraska,NE,14642,31151,saline-county-ne,0.007301049881199622,2005465
Sarpy County,Nebraska,NE,194051,31153,sarpy-county-ne,0.09676110029344816,2005465
Saunders County,Nebraska,NE,22761,31155,saunders-county-ne,0.011349487525337017,2005465
Scotts Bluff County,Nebraska,NE,35937,31157,scotts-bluff-county-ne,0.01791953487096509,2005465
Seward County,Nebraska,NE,17636,31159,seward-county-ne,0.008793970475675218,2005465
Sheridan County,Nebraska,NE,5058,31161,sheridan-county-ne,0.0025221083389637814,2005465
Sherman County,Nebraska,NE,2974,31163,sherman-county-ne,0.0014829478450135007,2005465
Sioux County,Nebraska,NE,1197,31165,sioux-county-ne,0.0005968690553063753,2005465
Stanton County,Nebraska,NE,5835,31167,stanton-county-ne,0.0029095496555661656,2005465
Thayer County,Nebraska,NE,4938,31169,thayer-county-ne,0.0024622718421912124,2005465
Thomas County,Nebraska,NE,626,31171,thomas-county-ne,0.00031214705816356807,2005465
Thurston County,Nebraska,NE,6666,31173,thurston-county-ne,0.0033239173957162055,2005465
Valley County,Nebraska,NE,4094,31175,valley-county-ne,0.002041421814890811,2005465
Washington County,Nebraska,NE,20989,31177,washington-county-ne,0.010465901922995416,2005465
Wayne County,Nebraska,NE,9786,31179,wayne-county-ne,0.004879666311802999,2005465
Webster County,Nebraska,NE,3385,31181,webster-county-ne,0.0016878878464595493,2005465
Wheeler County,Nebraska,NE,785,31183,wheeler-county-ne,0.0003914304163872219,2005465
York County,Nebraska,NE,14231,31185,york-county-ne,0.0070961098797535736,2005465
Churchill County,Nevada,NV,25614,32001,churchill-county-nv,0.007839099828705233,3267467
Clark County,Nevada,NV,2293764,32003,clark-county-nv,0.7020006628988142,3267467
Douglas County,Nevada,NV,49624,32005,douglas-county-nv,0.01518729951978092,3267467
Elko County,Nevada,NV,53852,32007,elko-county-nv,0.016481268211737104,3267467
Esmeralda County,Nevada,NV,962,32009,esmeralda-county-nv,0.0002944176635907876,3267467
Eureka County,Nevada,NV,1660,32011,eureka-county-nv,0.0005080387958011511,3267467
Humboldt County,Nevada,NV,17299,32013,humboldt-county-nv,0.005294315137689225,3267467
Lander County,Nevada,NV,5745,32015,lander-county-nv,0.0017582426999262731,3267467
Lincoln County,Nevada,NV,4452,32017,lincoln-county-nv,0.0013625233246426054,3267467
Lyon County,Nevada,NV,60630,32019,lyon-county-nv,0.01855565794543602,3267467
Mineral County,Nevada,NV,4557,32021,mineral-county-nv,0.001394658308714365,3267467
Nye County,Nevada,NV,53207,32023,nye-county-nv,0.016283867595296295,3267467
Pershing County,Nevada,NV,6505,32027,pershing-county-nv,0.0019908387751123423,3267467
Storey County,Nevada,NV,4139,32029,storey-county-nv,0.0012667304673620269,3267467
Washoe County,Nevada,NV,491770,32031,washoe-county-nv,0.1505049630187543,3267467
White Pine County,Nevada,NV,8856,32033,white-pine-county-nv,0.0027103563708524066,3267467
Carson City,Nevada,NV,58364,32510,carson-city-nv,0.017862154384420716,3267467
Belknap County,New Hampshire,NH,64300,33001,belknap-county-nh,0.04563416586706335,1409032
Carroll County,New Hampshire,NH,51259,33003,carroll-county-nh,0.0363788757104168,1409032
Cheshire County,New Hampshire,NH,76945,33005,cheshire-county-nh,0.054608412016192674,1409032
Coos County,New Hampshire,NH,31386,33007,coos-county-nh,0.022274866717008557,1409032
Grafton County,New Hampshire,NH,91759,33009,grafton-county-nh,0.0651220128428595,1409032
Hillsborough County,New Hampshire,NH,424732,33011,hillsborough-county-nh,0.30143531161818893,1409032
Merrimack County,New Hampshire,NH,155018,33013,merrimack-county-nh,0.1100173736295556,1409032
Rockingham County,New Hampshire,NH,317163,33015,rockingham-county-nh,0.22509282968733144,1409032
Strafford County,New Hampshire,NH,131743,33017,strafford-county-nh,0.09349894111702219,1409032
Sullivan County,New Hampshire,NH,43529,33019,sullivan-county-nh,0.030892839907113535,1409032
Atlantic County,New Jersey,NJ,274704,34001,atlantic-county-nj,0.028913620474629063,9500851
Bergen County,New Jersey,NJ,954717,34003,bergen-county-nj,0.10048752474909879,9500851
Burlington County,New Jersey,NJ,464226,34005,burlington-county-nj,0.04886151777351313,9500851
Camden County,New Jersey,NJ,524042,34007,camden-county-nj,0.055157374849895024,9500851
Cape May County,New Jersey,NJ,95236,34009,cape-may-county-nj,0.01002394417089585,9500851
Cumberland County,New Jersey,NJ,152915,34011,cumberland-county-nj,0.016094874027600264,9500851
Essex County,New Jersey,NJ,854130,34013,essex-county-nj,0.08990036787230954,9500851
Gloucester County,New Jersey,NJ,304504,34015,gloucester-county-nj,0.03205018161004735,9500851
Hudson County,New Jersey,NJ,710478,34017,hudson-county-nj,0.07478045913992336,9500851
Hunterdon County,New Jersey,NJ,129448,34019,hunterdon-county-nj,0.01362488476032305,9500851
Mercer County,New Jersey,NJ,383286,34021,mercer-county-nj,0.04034228091778305,9500851
Middlesex County,New Jersey,NJ,861535,34023,middlesex-county-nj,0.09067977173834217,9500851
Monmouth County,New Jersey,NJ,643615,34025,monmouth-county-nj,0.0677428790326256,9500851
Morris County,New Jersey,NJ,510375,34027,morris-county-nj,0.053718872130507044,9500851
Ocean County,New Jersey,NJ,646434,34029,ocean-county-nj,0.06803958929573782,9500851
Passaic County,New Jersey,NJ,518289,34031,passaic-county-nj,0.054551850144792295,9500851
Salem County,New Jersey,NJ,64973,34033,salem-county-nj,0.006838650558776261,9500851
Somerset County,New Jersey,NJ,346203,34035,somerset-county-nj,0.036439156871316054,9500851
Sussex County,New Jersey,NJ,145117,34037,sussex-county-nj,0.015274105445922686,9500851
Union County,New Jersey,NJ,572549,34039,union-county-nj,0.060262917500758614,9500851
Warren County,New Jersey,NJ,110238,34041,warren-county-nj,0.011602960619001393,9500851
Bernalillo County,New Mexico,NM,674357,35001,bernalillo-county-nm,0.31656148369022313,2130256
Catron County,New Mexico,NM,3685,35003,catron-county-nm,0.0017298390428192667,2130256
Chaves County,New Mexico,NM,64446,35005,chaves-county-nm,0.030252702022667697,2130256
Cibola County,New Mexico,NM,27059,35006,cibola-county-nm,0.012702229215643566,2130256
Colfax County,New Mexico,NM,12336,35007,colfax-county-nm,0.005790853305893752,2130256
Curry County,New Mexico,NM,47932,35009,curry-county-nm,0.02250058208966434,2130256
DeBaca County,New Mexico,NM,1580,35011,debaca-county-nm,0.0007416948948858729,2130256
Dona Ana County,New Mexico,NM,221665,35013,dona-ana-county-nm,0.10405556890815,2130256
Eddy County,New Mexico,NM,61114,35015,eddy-county-nm,0.028688570763326097,2130256
Grant County,New Mexico,NM,27856,35017,grant-county-nm,0.013076362653127135,2130256
Guadalupe County,New Mexico,NM,4379,35019,guadalupe-county-nm,0.0020556214839906567,2130256
Harding County,New Mexico,NM,748,35021,harding-county-nm,0.00035113150719913477,2130256
Hidalgo County,New Mexico,NM,4097,35023,hidalgo-county-nm,0.001923243028067988,2130256
Lea County,New Mexico,NM,73154,35025,lea-county-nm,0.034340473633215914,2130256
Lincoln County,New Mexico,NM,20227,35027,lincoln-county-nm,0.00949510293598516,2130256
Los Alamos County,New Mexico,NM,19374,35028,los-alamos-county-nm,0.009094681578176519,2130256
Luna County,New Mexico,NM,25420,35029,luna-county-nm,0.011932838118986638,2130256
McKinley County,New Mexico,NM,71172,35031,mckinley-county-nm,0.03341006902456794,2130256
Mora County,New Mexico,NM,4176,35033,mora-county-nm,0.0019603277728122816,2130256
Otero County,New Mexico,NM,68235,35035,otero-county-nm,0.03203136148894781,2130256
Quay County,New Mexico,NM,8616,35037,quay-county-nm,0.004044584312871317,2130256
Rio Arriba County,New Mexico,NM,40165,35039,rio-arriba-county-nm,0.018854541426007017,2130256
Roosevelt County,New Mexico,NM,19002,35041,roosevelt-county-nm,0.008920054678874276,2130256
Sandoval County,New Mexico,NM,151538,35043,sandoval-county-nm,0.0711360512539338,2130256
San Juan County,New Mexico,NM,121178,35045,san-juan-county-nm,0.056884243020557154,2130256
San Miguel County,New Mexico,NM,27036,35047,san-miguel-county-nm,0.012691432391224342,2130256
Santa Fe County,New Mexico,NM,155175,35049,santa-fe-county-nm,0.0728433577936173,2130256
Sierra County,New Mexico,NM,11511,35051,sierra-county-nm,0.005403575908247647,2130256
Socorro County,New Mexico,NM,16308,35053,socorro-county-nm,0.007655417940378996,2130256
Taos County,New Mexico,NM,34516,35055,taos-county-nm,0.016202747463215688,2130256
Torrance County,New Mexico,NM,15290,35057,torrance-county-nm,0.007177541103041137,2130256
Union County,New Mexico,NM,4039,35059,union-county-nm,0.0018960162534455952,2130256
Valencia County,New Mexico,NM,77382,35061,valencia-county-nm,0.03632521161775862,2130256
Albany County,New York,NY,315374,36001,albany-county-ny,0.01587406569848023,19867248
Allegany County,New York,NY,47027,36003,allegany-county-ny,0.0023670616081301245,19867248
Bronx County,New York,NY,1419250,36005,bronx-county-ny,0.07143666802770067,19867248
Broome County,New York,NY,197738,36007,broome-county-ny,0.009952963792468891,19867248
Cattaraugus County,New York,NY,76479,36009,cattaraugus-county-ny,0.0038495014508300295,19867248
Cayuga County,New York,NY,75464,36011,cayuga-county-ny,0.003798412341759664,19867248
Chautauqua County,New York,NY,126329,36013,chautauqua-county-ny,0.006358656216502658,19867248
Chemung County,New York,NY,82805,36015,chemung-county-ny,0.004167914952287302,19867248
Chenango County,New York,NY,46685,36017,chenango-county-ny,0.00234984734674878,19867248
Clinton County,New York,NY,78961,36019,clinton-county-ny,0.003974430681088795,19867248
Columbia County,New York,NY,61245,36021,columbia-county-ny,0.0030827118078960913,19867248
Cortland County,New York,NY,46401,36023,cortland-county-ny,0.002335552463028599,19867248
Delaware County,New York,NY,44551,36025,delaware-county-ny,0.0022424343824569964,19867248
Dutchess County,New York,NY,297144,36027,dutchess-county-ny,0.014956475099117905,19867248
Erie County,New York,NY,950044,36029,erie-county-ny,0.04781960742625249,19867248
Essex County,New York,NY,37077,36031,essex-county-ny,0.0018662373369477243,19867248
Franklin County,New York,NY,47066,36033,franklin-county-ny,0.002369024637936769,19867248
Fulton County,New York,NY,52787,36035,fulton-county-ny,0.0026569860103422475,19867248
Genesee County,New York,NY,57943,36037,genesee-county-ny,0.002916508617600183,19867248
Greene County,New York,NY,47554,36039,greene-county-ny,0.0023935876775686296,19867248
Hamilton County,New York,NY,5102,36041,hamilton-county-ny,0.00025680456598719663,19867248
Herkimer County,New York,NY,59932,36043,herkimer-county-ny,0.0030166231377390567,19867248
Jefferson County,New York,NY,116130,36045,jefferson-county-ny,0.0058452987550162965,19867248
Kings County,New York,NY,2646306,36047,kings-county-ny,0.13319942450006161,19867248
Lewis County,New York,NY,26618,36049,lewis-county-ny,0.0013397930100837317,19867248
Livingston County,New York,NY,61588,36051,livingston-county-ny,0.003099976403375042,19867248
Madison County,New York,NY,67572,36053,madison-county-ny,0.0034011756434509702,19867248
Monroe County,New York,NY,754068,36055,monroe-county-ny,0.037955332313765855,19867248
Montgomery County,New York,NY,49461,36057,montgomery-county-ny,0.002489574801703789,19867248
Nassau County,New York,NY,1388138,36059,nassau-county-ny,0.06987067358297436,19867248
New York County,New York,NY,1627788,36061,new-york-county-ny,0.08193324007431729,19867248
Niagara County,New York,NY,211341,36063,niagara-county-ny,0.010637658522207001,19867248
Oneida County,New York,NY,229645,36065,oneida-county-ny,0.011558973844792193,19867248
Onondaga County,New York,NY,471611,36067,onondaga-county-ny,0.023738114106191255,19867248
Ontario County,New York,NY,112405,36069,ontario-county-ny,0.005657804241432935,19867248
Orange County,New York,NY,403840,36071,orange-county-ny,0.02032692197731664,19867248
Orleans County,New York,NY,39686,36073,orleans-county-ny,0.0019975589976024863,19867248
Oswego County,New York,NY,117945,36075,oswego-county-ny,0.005936655142171679,19867248
Otsego County,New York,NY,59738,36077,otsego-county-ny,0.00300685832280344,19867248
Putnam County,New York,NY,97988,36079,putnam-county-ny,0.004932137556243321,19867248
Queens County,New York,NY,2330124,36081,queens-county-ny,0.11728468885071551,19867248
Rensselaer County,New York,NY,160341,36083,rensselaer-county-ny,0.00807061954428716,19867248
Richmond County,New York,NY,492734,36085,richmond-county-ny,0.024801321249928527,19867248
Rockland County,New York,NY,338936,36087,rockland-county-ny,0.0170600377062792,19867248
St. Lawrence County,New York,NY,107796,36089,st.-lawrence-county-ny,0.005425814385565631,19867248
Saratoga County,New York,NY,237075,36091,saratoga-county-ny,0.01193295619000679,19867248
Schenectady County,New York,NY,159603,36093,schenectady-county-ny,0.008033472980253732,19867248
Schoharie County,New York,NY,29979,36095,schoharie-county-ny,0.0015089659121384099,19867248
Schuyler County,New York,NY,17749,36097,schuyler-county-ny,0.0008933798984137109,19867248
Seneca County,New York,NY,33125,36099,seneca-county-ny,0.0016673169832077397,19867248
Steuben County,New York,NY,93034,36101,steuben-county-ny,0.0046827824367018525,19867248
Suffolk County,New York,NY,1525680,36103,suffolk-county-ny,0.07679372603593614,19867248
Sullivan County,New York,NY,79147,36105,sullivan-county-ny,0.003983792823243562,19867248
Tioga County,New York,NY,48106,36107,tioga-county-ny,0.0024213720994472913,19867248
Tompkins County,New York,NY,102879,36109,tompkins-county-ny,0.005178321627635594,19867248
Ulster County,New York,NY,182109,36111,ulster-county-ny,0.009166292180980477,19867248
Warren County,New York,NY,65560,36113,warren-county-ny,0.0032999034390671523,19867248
Washington County,New York,NY,60883,36115,washington-county-ny,0.0030644908645626207,19867248
Wayne County,New York,NY,91128,36117,wayne-county-ny,0.004586845646664299,19867248
Westchester County,New York,NY,996888,36119,westchester-county-ny,0.05017745789452067,19867248
Wyoming County,New York,NY,39980,36121,wyoming-county-ny,0.00201235722229873,19867248
Yates County,New York,NY,24637,36123,yates-county-ny,0.0012400811627257082,19867248
Alamance County,North Carolina,NC,174286,37001,alamance-county-nc,0.015778165971755992,11046024
Alexander County,North Carolina,NC,36440,37003,alexander-county-nc,0.0032989245723166996,11046024
Alleghany County,North Carolina,NC,11075,37005,alleghany-county-nc,0.0010026232063229266,11046024
Anson County,North Carolina,NC,21903,37007,anson-county-nc,0.00198288542556127,11046024
Ashe County,North Carolina,NC,26831,37009,ashe-county-nc,0.002429018803507941,11046024
Avery County,North Carolina,NC,17643,37011,avery-county-nc,0.001597226296086266,11046024
Beaufort County,North Carolina,NC,44597,37013,beaufort-county-nc,0.004037380327980457,11046024
Bertie County,North Carolina,NC,17482,37015,bertie-county-nc,0.0015826509158408492,11046024
Bladen County,North Carolina,NC,29591,37017,bladen-county-nc,0.0026788824648579434,11046024
Brunswick County,North Carolina,NC,145889,37019,brunswick-county-nc,0.013207376699525548,11046024
Buncombe County,North Carolina,NC,271790,37021,buncombe-county-nc,0.02460523352112941,11046024
Burke County,North Carolina,NC,87863,37023,burke-county-nc,0.007954264810577996,11046024
Cabarrus County,North Carolina,NC,231262,37025,cabarrus-county-nc,0.020936221033016043,11046024
Caldwell County,North Carolina,NC,80618,37027,caldwell-county-nc,0.00729837269953424,11046024
Camden County,North Carolina,NC,10743,37029,camden-county-nc,0.0009725671427112597,11046024
Carteret County,North Carolina,NC,68652,37031,carteret-county-nc,0.006215086985145062,11046024
Caswell County,North Carolina,NC,22689,37033,caswell-county-nc,0.0020540422508587707,11046024
Catawba County,North Carolina,NC,162051,37035,catawba-county-nc,0.014670527603416396,11046024
