County,State,County Code,ZIP,USPS Default City for ZIP,USPS Default State for ZIP,% of County Residents in ZIP,County Population
Escambia County,Alabama,01053,36483,Wing,AL,0.007922493199064573,36695
Escambia County,Alabama,01053,36502,Atmore,AL,0.4275760034362621,36695
Escambia County,Alabama,01053,36426,Brewton,AL,0.4362621104376462,36695
Etowah County,Alabama,01055,35903,Gadsden,AL,0.17521139373482356,103208
Etowah County,Alabama,01055,35907,Gadsden,AL,0.07245078960511134,103208
Etowah County,Alabama,01055,35972,Gallant,AL,0.008610742762670707,103208
Etowah County,Alabama,01055,35957,Boaz,AL,0.00037887268155751115,103208
Etowah County,Alabama,01055,35961,Collinsville,AL,0.0048736804036716205,103208
Etowah County,Alabama,01055,35906,Rainbow City,AL,0.09414986136704152,103208
Etowah County,Alabama,01055,36271,Ohatchee,AL,0.00006888594210136566,103208
Etowah County,Alabama,01055,35990,Walnut Grove,AL,0.000017221485525341415,103208
Etowah County,Alabama,01055,35121,Oneonta,AL,0.00029276525393080407,103208
Etowah County,Alabama,01055,35904,Gadsden,AL,0.12077427798921934,103208
Etowah County,Alabama,01055,35954,Attalla,AL,0.12843783904799627,103208
Etowah County,Alabama,01055,35952,Altoona,AL,0.04329481461070832,103208
Etowah County,Alabama,01055,35905,Gadsden,AL,0.052749410164120755,103208
Etowah County,Alabama,01055,35956,Boaz,AL,0.08212926447035321,103208
Etowah County,Alabama,01055,36272,Piedmont,AL,0.011383401932250676,103208
Etowah County,Alabama,01055,35902,Gadsden,AL,0.024643945786763568,103208
Etowah County,Alabama,01055,35901,Gadsden,AL,0.18053283276215407,103208
Fayette County,Alabama,01057,35549,Carbon Hill,AL,0.0211386977764483,16173
Fayette County,Alabama,01057,35594,Winfield,AL,0.12693189749725795,16173
Fayette County,Alabama,01057,35542,Bankston,AL,0.07867185163027221,16173
Fayette County,Alabama,01057,35563,Guin,AL,0.006281782829793599,16173
Fayette County,Alabama,01057,35555,Fayette,AL,0.5517997806361552,16173
Fayette County,Alabama,01057,35579,Oakman,AL,0.00009971083856815236,16173
Fayette County,Alabama,01057,35559,Glen Allen,AL,0,16173
Fayette County,Alabama,01057,35546,Berry,AL,0.16452288363745138,16173
Fayette County,Alabama,01057,35574,Kennedy,AL,0.014258649915245787,16173
Fayette County,Alabama,01057,35545,Belk,AL,0,16173
Fayette County,Alabama,01057,35554,Eldridge,AL,0.036294745238807456,16173
Franklin County,Alabama,01059,35571,Hodges,AL,0.029339703540365063,31978
Franklin County,Alabama,01059,35653,Russellville,AL,0.31128261668504226,31978
Franklin County,Alabama,01059,35654,Russellville,AL,0.23288006860222957,31978
Franklin County,Alabama,01059,35564,Hackleburg,AL,0.005328923190003675,31978
Franklin County,Alabama,01059,35674,Tuscumbia,AL,0.0011637878231042509,31978
Franklin County,Alabama,01059,35565,Haleyville,AL,0.011944138184490995,31978
Franklin County,Alabama,01059,35593,Vina,AL,0.05494303564865858,31978
Franklin County,Alabama,01059,35616,Cherokee,AL,0.00006125199068969742,31978
Franklin County,Alabama,01059,35651,Mount Hope,AL,0.00018375597206909226,31978
Franklin County,Alabama,01059,35582,Red Bay,AL,0.13328433174078158,31978
Franklin County,Alabama,01059,35581,Phil Campbell,AL,0.1681979664339091,31978
Franklin County,Alabama,01059,35585,Spruce Pine,AL,0.05139042018865613,31978
Geneva County,Alabama,01061,36477,Samson,AL,0.1842319494019663,26726
Geneva County,Alabama,01061,36305,Dothan,AL,0.027866491326945957,26726
Geneva County,Alabama,01061,36344,Hartford,AL,0.20420815329701297,26726
Geneva County,Alabama,01061,36340,Geneva,AL,0.19418874068507733,26726
Geneva County,Alabama,01061,36467,Opp,AL,0.00006262132882459766,26726
Geneva County,Alabama,01061,36318,Coffee Springs,AL,0.02987037384933308,26726
Geneva County,Alabama,01061,36375,Slocomb,AL,0.2435343477988603,26726
Geneva County,Alabama,01061,36453,Kinston,AL,0.03437910952470411,26726
Geneva County,Alabama,01061,36301,Dothan,AL,0.009205335337215856,26726
Geneva County,Alabama,01061,36442,Florala,AL,0.0006262132882459766,26726
Geneva County,Alabama,01061,36352,Newton,AL,0.003819901058300457,26726
Geneva County,Alabama,01061,36314,Black,AL,0.025236395516312855,26726
Geneva County,Alabama,01061,36322,Daleville,AL,0.0032563090988790783,26726
Geneva County,Alabama,01061,36349,Malvern,AL,0,26726
Geneva County,Alabama,01061,36313,Bellwood,AL,0,26726
Geneva County,Alabama,01061,36316,Chancellor,AL,0.039514058488321124,26726
Greene County,Alabama,01063,35469,Knoxville,AL,0.031100019197542714,7589
Greene County,Alabama,01063,35480,Ralph,AL,0.014782107890190056,7589
Greene County,Alabama,01063,36740,Forkland,AL,0.14263774236897678,7589
Greene County,Alabama,01063,35462,Eutaw,AL,0.5665194855058553,7589
Greene County,Alabama,01063,35443,Boligee,AL,0.23382607026300634,7589
Greene County,Alabama,01063,35491,West Greene,AL,0,7589
Greene County,Alabama,01063,35448,Clinton,AL,0,7589
Greene County,Alabama,01063,35463,Fosters,AL,0.005375311960069111,7589
Greene County,Alabama,01063,35464,Gainesville,AL,0.005759262814359762,7589
Hale County,Alabama,01065,36744,Greensboro,AL,0.43730886850152906,14749
Hale County,Alabama,01065,36776,Sawyerville,AL,0.10513550564167458,14749
Hale County,Alabama,01065,36738,Faunsdale,AL,0.014657808710323737,14749
Hale County,Alabama,01065,36742,Gallion,AL,0.02984287672677423,14749
Hale County,Alabama,01065,36756,Marion,AL,0.0009490667510281556,14749
Hale County,Alabama,01065,35441,Akron,AL,0.08741959295581567,14749
Hale County,Alabama,01065,35474,Moundville,AL,0.26225877886744703,14749
Hale County,Alabama,01065,36786,Uniontown,AL,0.0017926816408309607,14749
Hale County,Alabama,01065,36765,Newbern,AL,0.06063482020457661,14749
Henry County,Alabama,01067,36303,Dothan,AL,0.0016554848828090965,17450
Henry County,Alabama,01067,36350,Midland City,AL,0.0027010542824779994,17450
Henry County,Alabama,01067,36373,Shorterville,AL,0.030408643373703928,17450
Henry County,Alabama,01067,36016,Clayton,AL,0.00008713078330574191,17450
Henry County,Alabama,01067,36310,Abbeville,AL,0.4374836629781302,17450
Henry County,Alabama,01067,36319,Columbia,AL,0.050710115883941795,17450
Henry County,Alabama,01067,36353,Newville,AL,0.07885335889169644,17450
Henry County,Alabama,01067,36345,Headland,AL,0.3751851529145247,17450
Henry County,Alabama,01067,36317,Clopton,AL,0.022915396009410123,17450
Houston County,Alabama,01069,36305,Dothan,AL,0.13063979748845983,107628
Houston County,Alabama,01069,36312,Ashford,AL,0.05895005046243444,107628
Houston County,Alabama,01069,36301,Dothan,AL,0.32823745470789695,107628
Houston County,Alabama,01069,36304,Dothan,AL,0.023758706838073494,107628
Houston County,Alabama,01069,36345,Headland,AL,0.005095878625436376,107628
Houston County,Alabama,01069,36370,Pansey,AL,0.008884697473569266,107628
Houston County,Alabama,01069,36321,Cowarts,AL,0.01578398769047501,107628
Houston County,Alabama,01069,36375,Slocomb,AL,0.012690061382174352,107628
Houston County,Alabama,01069,36352,Newton,AL,0.03261031419069837,107628
Houston County,Alabama,01069,36302,Dothan,AL,0.031137803808672922,107628
Houston County,Alabama,01069,36376,Webb,AL,0.021409308251021657,107628
Houston County,Alabama,01069,36320,Cottonwood,AL,0.03684584967158055,107628
Houston County,Alabama,01069,36303,Dothan,AL,0.25836766433381314,107628
Houston County,Alabama,01069,36319,Columbia,AL,0.01378203537333929,107628
Houston County,Alabama,01069,36343,Gordon,AL,0.016247249383696497,107628
Houston County,Alabama,01069,36350,Midland City,AL,0.005559140318657865,107628
Jackson County,Alabama,01071,35744,Dutton,AL,0.04589023109243697,52839
Jackson County,Alabama,01071,35771,Section,AL,0.0706079306722689,52839
Jackson County,Alabama,01071,35765,Pisgah,AL,0.07218356092436974,52839
Jackson County,Alabama,01071,35971,Fyffe,AL,0.0014771533613445378,52839
Jackson County,Alabama,01071,35774,Trenton,AL,0.0024947478991596637,52839
Jackson County,Alabama,01071,35755,Langston,AL,0.008469012605042016,52839
Jackson County,Alabama,01071,35746,Fackler,AL,0.014574579831932773,52839
Jackson County,Alabama,01071,35740,Bridgeport,AL,0.06115414915966386,52839
Jackson County,Alabama,01071,35979,Higdon,AL,0.0076483718487394955,52839
Jackson County,Alabama,01071,35966,Flat Rock,AL,0.049008665966386554,52839
Jackson County,Alabama,01071,35764,Paint Rock,AL,0.011423319327731092,52839
Jackson County,Alabama,01071,35745,Estillfork,AL,0.007484243697478992,52839
Jackson County,Alabama,01071,35748,Gurley,AL,0.002855829831932773,52839
Jackson County,Alabama,01071,35766,Princeton,AL,0.003085609243697479,52839
Jackson County,Alabama,01071,35958,Bryant,AL,0.061876313025210086,52839
Jackson County,Alabama,01071,35978,Henagar,AL,0.021139705882352942,52839
Jackson County,Alabama,01071,35768,Scottsboro,AL,0.2025997899159664,52839
Jackson County,Alabama,01071,35772,Stevenson,AL,0.0859375,52839
Jackson County,Alabama,01071,35751,Hollytree,AL,0.00505514705882353,52839
Jackson County,Alabama,01071,35752,Hollywood,AL,0.04136029411764706,52839
Jackson County,Alabama,01071,35776,Woodville,AL,0.0547203256302521,52839
Jackson County,Alabama,01071,35769,Scottsboro,AL,0.16895351890756302,52839
Jefferson County,Alabama,01073,35061,Dolomite,AL,0.0038118227515683647,669744
Jefferson County,Alabama,01073,35139,Sayre,AL,0,669744
Jefferson County,Alabama,01073,35062,Dora,AL,0.00758385612159635,669744
Jefferson County,Alabama,01073,35060,Docena,AL,0.0009761661604573126,669744
Jefferson County,Alabama,01073,35091,Kimberly,AL,0.004366221467697654,669744
Jefferson County,Alabama,01073,35079,Hayden,AL,0.0000424420069764049,669744
Jefferson County,Alabama,01073,35036,Brookside,AL,0.000002652625436025306,669744
Jefferson County,Alabama,01073,35261,Birmingham,AL,0.0027958672095706725,669744
Jefferson County,Alabama,01073,35233,Birmingham,AL,0.009846545618525935,669744
Jefferson County,Alabama,01073,35259,Birmingham,AL,0.001352838972372906,669744
Jefferson County,Alabama,01073,35229,Birmingham,AL,0,669744
Jefferson County,Alabama,01073,35048,Clay,AL,0.0010265660437417934,669744
Jefferson County,Alabama,01073,35073,Graysville,AL,0.0038622226348528454,669744
Jefferson County,Alabama,01073,35142,Shannon,AL,0,669744
Jefferson County,Alabama,01073,35285,Birmingham,AL,0,669744
Jefferson County,Alabama,01073,35130,Quinton,AL,0.0019443744446065493,669744
Jefferson County,Alabama,01073,35254,Birmingham,AL,0,669744
Jefferson County,Alabama,01073,35219,Birmingham,AL,0.0018356168017295118,669744
Jefferson County,Alabama,01073,35253,Birmingham,AL,0.0018727535578338661,669744
Jefferson County,Alabama,01073,35444,Brookwood,AL,0.00019364165682984733,669744
Jefferson County,Alabama,01073,35213,Birmingham,AL,0.020364205472366274,669744
Jefferson County,Alabama,01073,35222,Birmingham,AL,0.013180895791609746,669744
Jefferson County,Alabama,01073,35232,Birmingham,AL,0.0025969203018687747,669744
Jefferson County,Alabama,01073,35207,Birmingham,AL,0.013995251800469516,669744
Jefferson County,Alabama,01073,35006,Adger,AL,0.00532912450097484,669744
Jefferson County,Alabama,01073,35005,Adamsville,AL,0.01022852368131358,669744
Jefferson County,Alabama,01073,35270,Birmingham,AL,0,669744
Jefferson County,Alabama,01073,35293,Birmingham,AL,0,669744
Jefferson County,Alabama,01073,35133,Remlap,AL,0.000005305250872050612,669744
Jefferson County,Alabama,01073,35015,Alton,AL,0,669744
Jefferson County,Alabama,01073,35236,Birmingham,AL,0.0036367494727906945,669744
Jefferson County,Alabama,01073,35231,Birmingham,AL,0.0029868562409644944,669744
Jefferson County,Alabama,01073,35071,Gardendale,AL,0.02549173044020319,669744
Jefferson County,Alabama,01073,35180,Warrior,AL,0.01109858482432988,669744
Jefferson County,Alabama,01073,35204,Birmingham,AL,0.019125429393742458,669744
Jefferson County,Alabama,01073,35211,Birmingham,AL,0.04558006286722283,669744
Jefferson County,Alabama,01073,35203,Birmingham,AL,0.009138294627107179,669744
Jefferson County,Alabama,01073,35221,Birmingham,AL,0.0072628884438372876,669744
Jefferson County,Alabama,01073,35218,Birmingham,AL,0.012156982373303978,669744
Jefferson County,Alabama,01073,35244,Birmingham,AL,0.025364404419273977,669744
Jefferson County,Alabama,01073,35068,Fultondale,AL,0.013504516094804834,669744
Jefferson County,Alabama,01073,35215,Birmingham,AL,0.05623565924373649,669744
Jefferson County,Alabama,01073,35208,Birmingham,AL,0.022059233125986445,669744
Jefferson County,Alabama,01073,35216,Birmingham,AL,0.044956695889756884,669744
Jefferson County,Alabama,01073,35223,Birmingham,AL,0.013363926946695491,669744
Jefferson County,Alabama,01073,35080,Helena,AL,0.00007162088677268326,669744
Jefferson County,Alabama,01073,35202,Birmingham,AL,0.0050001989469077015,669744
Jefferson County,Alabama,01073,35255,Birmingham,AL,0.0019709006989668022,669744
Jefferson County,Alabama,01073,35228,Birmingham,AL,0.015069565102059763,669744
Jefferson County,Alabama,01073,35235,Birmingham,AL,0.02378078703396687,669744
Jefferson County,Alabama,01073,35295,Birmingham,AL,0,669744
Jefferson County,Alabama,01073,35249,Birmingham,AL,0,669744
Jefferson County,Alabama,01073,35063,Empire,AL,0.0002758730453466318,669744
Jefferson County,Alabama,01073,35260,Birmingham,AL,0.0011645025664151095,669744
Jefferson County,Alabama,01073,35023,Bessemer,AL,0.03183150523230367,669744
Jefferson County,Alabama,01073,35127,Pleasant Grove,AL,0.012724644216613392,669744
Jefferson County,Alabama,01073,35217,Birmingham,AL,0.019966311656962478,669744
Jefferson County,Alabama,01073,35234,Birmingham,AL,0.009172778757775508,669744
Jefferson County,Alabama,01073,35201,Birmingham,AL,0.0023104367547780416,669744
Jefferson County,Alabama,01073,35242,Birmingham,AL,0.009544146318819051,669744
Jefferson County,Alabama,01073,35266,Birmingham,AL,0.0018515325543456637,669744
Jefferson County,Alabama,01073,35119,New Castle,AL,0,669744
Jefferson County,Alabama,01073,35146,Springville,AL,0.00014854702441741713,669744
Jefferson County,Alabama,01073,35148,Sumiton,AL,0.00010610501744101225,669744
Jefferson County,Alabama,01073,35294,Birmingham,AL,0.000002652625436025306,669744
Jefferson County,Alabama,01073,35118,Mulga,AL,0.004665968141968514,669744
Jefferson County,Alabama,01073,35126,Pinson,AL,0.02526095202726899,669744
Jefferson County,Alabama,01073,35111,Mc Calla,AL,0.00962903033277186,669744
Jefferson County,Alabama,01073,35094,Leeds,AL,0.016425056699868695,669744
Jefferson County,Alabama,01073,35116,Morris,AL,0.006780110614480682,669744
Jefferson County,Alabama,01073,35206,Birmingham,AL,0.023740997652426488,669744
Jefferson County,Alabama,01073,35123,Palmerdale,AL,0,669744
Jefferson County,Alabama,01073,35181,Watson,AL,0.000002652625436025306,669744
Jefferson County,Alabama,01073,35021,Bessemer,AL,0.003103571760149608,669744
Jefferson County,Alabama,01073,35064,Fairfield,AL,0.015186280621244877,669744
Jefferson County,Alabama,01073,35020,Bessemer,AL,0.03704126158865737,669744
Jefferson County,Alabama,01073,35172,Trafford,AL,0.0013501863469368809,669744
Jefferson County,Alabama,01073,35173,Trussville,AL,0.03193761024974468,669744
Jefferson County,Alabama,01073,35214,Birmingham,AL,0.026361791583219493,669744
Jefferson County,Alabama,01073,35226,Birmingham,AL,0.042712574770879475,669744
Jefferson County,Alabama,01073,35117,Mount Olive,AL,0.009138294627107179,669744
Jefferson County,Alabama,01073,35210,Birmingham,AL,0.022494263697494594,669744
Jefferson County,Alabama,01073,35212,Birmingham,AL,0.01796888470363542,669744
Jefferson County,Alabama,01073,35243,Birmingham,AL,0.03179967372707137,669744
Jefferson County,Alabama,01073,35224,Birmingham,AL,0.008536148653129435,669744
Jefferson County,Alabama,01073,35022,Bessemer,AL,0.03128506439248246,669744
Jefferson County,Alabama,01073,35209,Birmingham,AL,0.04080003183150523,669744
Jefferson County,Alabama,01073,35205,Birmingham,AL,0.03637545260421502,669744
Jefferson County,Alabama,01073,35220,Birmingham,AL,0.0032362030319508734,669744
Lamar County,Alabama,01075,35574,Kennedy,AL,0.07746987951807228,13809
Lamar County,Alabama,01075,35576,Millport,AL,0.19373493975903613,13809
Lamar County,Alabama,01075,35563,Guin,AL,0.007228915662650603,13809
Lamar County,Alabama,01075,35544,Beaverton,AL,0.059156626506024095,13809
Lamar County,Alabama,01075,35570,Hamilton,AL,0.0007228915662650603,13809
Lamar County,Alabama,01075,35586,Sulligent,AL,0.3072289156626506,13809
Lamar County,Alabama,01075,35552,Detroit,AL,0.04120481927710844,13809
Lamar County,Alabama,01075,35555,Fayette,AL,0.010240963855421687,13809
Lamar County,Alabama,01075,35592,Vernon,AL,0.3030120481927711,13809
Lauderdale County,Alabama,01077,35630,Florence,AL,0.3566389290882779,95037
Lauderdale County,Alabama,01077,35645,Killen,AL,0.14784732272069465,95037
Lauderdale County,Alabama,01077,35634,Florence,AL,0.10718162083936324,95037
Lauderdale County,Alabama,01077,35614,Athens,AL,0.0000723589001447178,95037
Lauderdale County,Alabama,01077,35633,Florence,AL,0.1940846599131693,95037
Lauderdale County,Alabama,01077,35677,Waterloo,AL,0.026139652677279305,95037
Lauderdale County,Alabama,01077,35631,Florence,AL,0.014109985528219971,95037
Lauderdale County,Alabama,01077,35632,Florence,AL,0,95037
Lauderdale County,Alabama,01077,35652,Rogersville,AL,0.09661722141823444,95037
Lauderdale County,Alabama,01077,35610,Anderson,AL,0.015937047756874094,95037
Lauderdale County,Alabama,01077,35617,Cloverdale,AL,0,95037
Lauderdale County,Alabama,01077,35648,Lexington,AL,0.041371201157742406,95037
Lawrence County,Alabama,01079,35540,Addison,AL,0.0002103602419142782,33182
Lawrence County,Alabama,01079,35643,Hillsboro,AL,0.09729161188535367,33182
Lawrence County,Alabama,01079,35673,Trinity,AL,0.15098606363397318,33182
Lawrence County,Alabama,01079,35618,Courtland,AL,0.0589008677359979,33182
Lawrence County,Alabama,01079,35619,Danville,AL,0.07052327110176176,33182
Lawrence County,Alabama,01079,35651,Mount Hope,AL,0.035866421246384436,33182
Lawrence County,Alabama,01079,35650,Moulton,AL,0.3861688140941362,33182
Lawrence County,Alabama,01079,35672,Town Creek,AL,0.18900867735997898,33182
Lawrence County,Alabama,01079,35654,Russellville,AL,0.007520378648435445,33182
Lawrence County,Alabama,01079,35603,Decatur,AL,0.00352353405206416,33182
Lee County,Alabama,01081,36870,Phenix City,AL,0.06462454293683412,177663
Lee County,Alabama,01081,36865,Loachapoka,AL,0,177663
Lee County,Alabama,01081,36849,Auburn University,AL,0,177663
Lee County,Alabama,01081,36874,Salem,AL,0.049259335915555424,177663
Lee County,Alabama,01081,36831,Auburn,AL,0.023535673102510275,177663
Lee County,Alabama,01081,36877,Smiths Station,AL,0.0698776894040192,177663
