period_date,fips_code,county_name,state_fips,region_code,division_code,sf_buildings,sf_units,sf_value,duplex_buildings,duplex_units,duplex_value,small_multi_buildings,small_multi_units,small_multi_value,large_multi_buildings,large_multi_units,large_multi_value,total_buildings,total_units,total_value,sf_units_yoy,total_units_yoy
2024-12-01,54,,54,3,5,198,198,45248430,0,0,0,1,3,300000,3,42,2528778,202,243,48077208,,
2025-01-01,54,,54,3,5,224,224,49251603,1,2,230188,1,3,300000,1,8,1068000,227,237,50849791,-17.04,-20.2
2025-02-01,54,,54,3,5,231,231,51147984,0,0,0,0,0,0,3,41,3667796,234,272,54815780,-25.24,-15
2025-03-01,54,,54,3,5,259,259,58583057,10,20,2000000,5,17,1655081,3,48,2451128,277,344,64689266,,
2025-04-01,54,,54,3,5,356,356,75037184,4,8,1955476,0,0,0,1,20,3896732,361,384,80889392,34.85,14.97
2025-05-01,54,,54,3,5,334,334,75536755,3,6,400000,0,0,0,7,57,10281732,344,397,86218487,0.3,3.12
2025-06-01,54,,54,3,5,310,310,72761563,0,0,0,5,20,1633000,2,26,5101895,317,356,79496458,16.98,12.66
2025-07-01,54,,54,3,5,360,360,83421977,0,0,0,10,40,3070000,2,26,5096732,372,426,91588709,20.81,12.4
2025-08-01,54,,54,3,5,278,278,66309525,0,0,0,0,0,0,2,28,5486405,280,306,71795930,-20.57,-25.73
2025-09-01,54,,54,3,5,343,343,80094183,2,4,552000,6,23,2035000,5,57,6451895,356,427,89133078,19.1,18.94
2025-10-01,54,,54,3,5,234,234,60234758,0,0,0,1,3,500000,1,26,5065752,236,263,65800510,-12.69,-14.05
2025-11-01,54,,54,3,5,168,168,39635991,0,0,0,0,0,0,2,25,4907059,170,193,44543050,-26.32,-27.44
2025-12-01,54,,54,3,5,326,326,69075839,1,2,265000,5,20,1535000,3,25,4932876,335,373,75808715,64.65,53.5
2024-01-01,55,,55,2,3,608,608,245823319,43,86,18430181,0,0,0,20,282,98903208,671,976,363156708,,
2024-02-01,55,,55,2,3,856,856,315388779,47,94,18076051,2,7,1684745,24,1302,49924005,929,2259,385073580,,
2024-03-01,55,,55,2,3,1094,1094,402875510,73,146,29435220,0,0,0,14,239,48510829,1181,1479,480821559,,
2024-04-01,55,,55,2,3,1246,1246,473072661,61,122,28705677,5,18,3107907,32,746,124249186,1344,2132,629135431,,
2024-05-01,55,,55,2,3,1359,1359,509109058,63,126,28860242,2,6,2566369,38,876,122782483,1462,2367,663318152,,
2024-06-01,55,,55,2,3,1195,1195,471354988,71,142,29034516,3,10,1646481,23,608,107010179,1292,1955,609046164,,
2024-07-01,55,,55,2,3,1134,1134,455847854,80,160,33778143,2,6,864147,32,941,137661907,1248,2241,628152051,,
2024-08-01,55,,55,2,3,1212,1212,475265234,75,150,31891389,5,20,4552196,29,512,78755513,1321,1894,590464332,,
2024-09-01,55,,55,2,3,1184,1184,485666211,68,136,28916123,1,3,414147,26,420,64073383,1279,1743,579069864,,
2024-10-01,55,,55,2,3,1332,1332,540353915,69,138,29820857,2,7,949890,35,984,118063114,1438,2461,689187776,,
2024-11-01,55,,55,2,3,885,885,375839190,57,114,24001964,2,7,949890,24,1200,234627487,968,2206,635418531,,
2024-12-01,55,,55,2,3,663,663,289154358,58,116,25459084,1,3,414147,34,967,135078030,756,1749,450105619,,
2025-01-01,55,,55,2,3,695,695,302371744,51,102,20260604,1,3,414147,21,713,109949038,768,1513,432995533,14.31,55.02
2025-02-01,55,,55,2,3,854,854,333271713,70,140,26447515,4,14,2107390,14,283,63494637,942,1291,425321255,-0.23,-42.85
2025-03-01,55,,55,2,3,1013,1013,388357678,70,140,29337744,2,7,949234,19,287,46773301,1104,1447,465417957,,
2025-04-01,55,,55,2,3,1395,1395,543503944,76,152,32439104,7,22,7235000,30,400,113983996,1508,1969,697162044,11.96,-7.65
2025-05-01,55,,55,2,3,1316,1316,557896210,66,132,25864468,6,24,5683745,32,1566,159651114,1420,3038,749095537,-3.16,28.35
2025-06-01,55,,55,2,3,1335,1335,541611968,70,140,21957270,0,0,0,20,304,50592611,1425,1779,614161849,11.72,-9
2025-07-01,55,,55,2,3,1297,1297,519710018,75,150,31797882,0,0,0,43,1612,296290215,1415,3059,847798115,14.37,36.5
2025-08-01,55,,55,2,3,1277,1277,519084425,65,130,25350431,3,11,2658745,33,736,143416138,1378,2154,690509739,5.36,13.73
2025-09-01,55,,55,2,3,1220,1220,547916302,72,144,31405618,1,4,800000,43,677,97212591,1336,2045,677334511,3.04,17.33
2025-10-01,55,,55,2,3,1390,1390,587666817,104,208,44554996,2,7,1575000,71,1191,290631873,1567,2796,924428686,4.35,13.61
2025-11-01,55,,55,2,3,768,768,334744519,47,94,19577326,1,4,600000,43,1416,307599744,859,2282,662521589,-13.22,3.45
2025-12-01,55,,55,2,3,646,646,287832364,43,86,18837815,1,4,1015890,53,1093,174478119,743,1829,482164188,-2.56,4.57
2024-01-01,56,,56,4,8,87,87,60827624,3,6,828989,2,7,727547,2,30,4402868,94,130,66787028,,
2024-02-01,56,,56,4,8,115,115,69983125,2,4,500000,1,3,200000,0,0,0,118,122,70683125,,
2024-03-01,56,,56,4,8,146,146,81959224,4,8,962310,3,10,1287216,6,94,11956101,159,258,96164851,,
2024-04-01,56,,56,4,8,169,169,111369259,2,4,642264,2,8,934590,1,5,416667,174,186,113362780,,
2024-05-01,56,,56,4,8,186,186,58225004,8,16,1672709,4,14,1559862,2,13,1829605,200,229,63287180,,
2024-06-01,56,,56,4,8,128,128,51659409,4,8,1364860,2,7,817767,0,0,0,134,143,53842036,,
2024-07-01,56,,56,4,8,172,172,68602043,4,8,1025500,2,8,934590,0,0,0,178,188,70562133,,
2024-08-01,56,,56,4,8,145,145,54335782,3,6,738253,3,11,1134590,0,0,0,151,162,56208625,,
2024-09-01,56,,56,4,8,139,139,55375579,3,6,2515500,3,10,1017767,0,0,0,145,155,58908846,,
2024-10-01,56,,56,4,8,141,141,53610356,2,4,579264,2,8,934590,0,0,0,145,153,55124210,,
2024-11-01,56,,56,4,8,101,101,39112649,1,2,150000,4,14,2005287,1,5,416667,107,122,41684603,,
2024-12-01,56,,56,4,8,99,99,38843786,3,6,885500,3,12,1359590,1,104,15420000,106,221,56508876,,
2025-01-01,56,,56,4,8,126,126,50872041,3,6,1167014,2,7,837061,0,0,0,131,139,52876116,44.83,6.92
2025-02-01,56,,56,4,8,97,97,38282226,1,2,350000,9,35,3521073,1,5,870000,108,139,43023299,-15.65,13.93
2025-03-01,56,,56,4,8,140,140,51142912,2,4,618719,1,4,467295,1,5,416667,144,153,52645593,,
2025-04-01,56,,56,4,8,168,168,66636406,6,12,2138146,3,11,1030423,2,12,1415037,179,203,71220012,-0.59,9.14
2025-05-01,56,,56,4,8,188,188,70957656,1,2,130000,1,4,415211,2,10,1179198,192,204,72682065,1.08,-10.92
2025-06-01,56,,56,4,8,153,153,63603166,1,2,150000,1,3,311408,1,10,1179198,156,168,65243772,19.53,17.48
2025-07-01,56,,56,4,8,183,183,72307424,1,2,399159,1,3,311408,1,9,1061278,186,197,74079269,6.4,4.79
2025-08-01,56,,56,4,8,131,131,55985487,1,2,358734,3,10,1263078,1,10,1179198,136,153,58786497,-9.66,-5.56
2025-09-01,56,,56,4,8,138,138,58491063,4,8,1557746,0,0,0,0,0,0,142,146,60048809,-0.72,-5.81
2025-10-01,56,,56,4,8,128,128,54854203,3,6,880000,1,3,447867,0,0,0,132,137,56182070,-9.22,-10.46
2025-11-01,56,,56,4,8,105,105,45659836,1,2,480000,2,7,782477,2,144,55627638,110,258,102549951,3.96,111.48
2025-12-01,56,,56,4,8,92,92,45207630,2,4,798318,0,0,0,1,104,16115000,95,200,62120948,-7.07,-9.5
