period_date,fips_code,county_name,state_fips,region_code,division_code,sf_buildings,sf_units,sf_value,duplex_buildings,duplex_units,duplex_value,small_multi_buildings,small_multi_units,small_multi_value,large_multi_buildings,large_multi_units,large_multi_value,total_buildings,total_units,total_value,sf_units_yoy,total_units_yoy
2024-03-01,25,,25,1,1,401,401,184877000,15,30,6060346,7,22,5605993,28,1054,266807504,451,1507,463350843,,
2024-04-01,25,,25,1,1,489,489,234240464,38,76,15832809,11,38,7104242,29,300,69917933,567,903,327095448,,
2024-05-01,25,,25,1,1,548,548,261670403,29,58,15544830,8,25,7965376,22,433,143668453,607,1064,428849062,,
2024-06-01,25,,25,1,1,718,718,325075691,33,66,18924571,9,27,5969770,39,664,137715887,799,1475,487685919,,
2024-07-01,25,,25,1,1,519,519,245655081,28,56,14687621,8,25,5601462,31,415,95267961,586,1015,361212125,,
2024-08-01,25,,25,1,1,757,757,214166670,18,36,8774765,5,16,2931000,34,752,290934230,814,1561,516806665,,
2024-09-01,25,,25,1,1,449,449,214131554,18,36,9296097,6,19,4334519,24,227,41033437,497,731,268795607,,
2024-10-01,25,,25,1,1,527,527,251433015,27,54,12111753,4,14,2813090,38,694,142998268,596,1289,409356126,,
2024-11-01,25,,25,1,1,355,355,166104596,12,24,5666672,2,6,1369286,36,621,85769348,405,1006,258909902,,
2024-12-01,25,,25,1,1,462,462,228418477,32,64,14209652,16,58,15736666,43,693,197510996,553,1277,455875791,,
2025-01-01,25,,25,1,1,370,370,185701172,21,42,9625777,2,6,460303,27,459,133057227,420,877,328844479,-7.5,-35.47
2025-02-01,25,,25,1,1,247,247,120383809,25,50,8958821,3,9,1723000,34,539,123814006,309,845,254879636,-35.51,-35.15
2025-03-01,25,,25,1,1,400,400,195612473,12,24,5453104,5,16,3433000,50,501,124700076,467,941,329198653,,
2025-04-01,25,,25,1,1,442,442,219835742,22,44,11778639,4,12,2272500,33,603,197408517,501,1101,431295398,-9.61,21.93
2025-05-01,25,,25,1,1,484,484,232487196,22,44,7799114,8,26,5206807,39,531,107515839,553,1085,353008956,-11.68,1.97
2025-06-01,25,,25,1,1,387,387,185716286,13,26,5951272,4,13,2686875,26,278,56324348,430,704,250678781,-46.1,-52.27
2025-07-01,25,,25,1,1,490,490,240156227,10,20,5178562,3,9,1655040,36,575,126054142,539,1094,373043971,-5.59,7.78
2025-08-01,25,,25,1,1,473,473,237045324,13,26,6716748,3,10,1697768,35,402,117927757,524,911,363387597,-37.52,-41.64
2025-09-01,25,,25,1,1,441,441,223403765,20,40,9786339,3,9,1145000,31,1092,205554978,495,1582,439890082,-1.78,116.42
2025-10-01,25,,25,1,1,527,527,247937897,22,44,8232285,7,23,6864061,37,651,165626477,593,1245,428660720,0,-3.41
2025-11-01,25,,25,1,1,374,374,203131099,10,20,5138213,10,30,4697636,25,342,102217321,419,766,315184269,5.35,-23.86
2025-12-01,25,,25,1,1,364,364,184893876,14,28,5349513,11,34,5869039,33,479,158430886,422,905,354543314,-21.21,-29.13
2024-01-01,26,,26,2,3,748,748,248520343,6,12,1768180,6,22,1946451,13,318,48146248,773,1100,300381222,,
2024-02-01,26,,26,2,3,999,999,335963548,16,32,4177187,4,13,2108598,15,361,42488150,1034,1405,384737483,,
2024-03-01,26,,26,2,3,1250,1250,396941110,21,42,6361586,10,34,6021332,19,199,29489485,1300,1525,438813513,,
2024-04-01,26,,26,2,3,1461,1461,461938224,18,36,6245139,7,24,5562046,18,164,37730414,1504,1685,511475823,,
2024-05-01,26,,26,2,3,1542,1542,490093188,14,28,5696790,9,30,7452012,24,465,131094630,1589,2065,634336620,,
2024-06-01,26,,26,2,3,1403,1403,468436635,35,70,8594366,7,24,5424329,30,262,70912825,1475,1759,553368155,,
2024-07-01,26,,26,2,3,1375,1375,422656737,18,36,4072698,5,18,3557309,25,303,82390415,1423,1732,512677159,,
2024-08-01,26,,26,2,3,1419,1419,464644748,40,80,9167326,11,42,8086369,34,568,118823825,1504,2109,600722268,,
2024-09-01,26,,26,2,3,1443,1443,472521981,30,60,7663508,15,58,15486757,21,411,100895441,1509,1972,596567687,,
2024-10-01,26,,26,2,3,1541,1541,536752568,29,58,6191641,13,49,12993032,38,775,201905966,1621,2423,757843207,,
2024-11-01,26,,26,2,3,1056,1056,349319396,30,60,6799006,9,34,5326981,24,599,115331085,1119,1749,476776468,,
2024-12-01,26,,26,2,3,839,839,272340559,21,42,3868435,5,19,3190474,32,596,130754417,897,1496,410153885,,
2025-01-01,26,,26,2,3,853,853,296326603,20,40,2609185,8,30,8729038,14,237,48762703,895,1160,356427529,14.04,5.45
2025-02-01,26,,26,2,3,910,910,288812495,30,60,5083018,6,21,2224860,16,476,101507498,962,1467,397627871,-8.91,4.41
2025-03-01,26,,26,2,3,1233,1233,441444805,45,90,7762234,18,68,10211792,23,514,83497987,1319,1905,542916818,,
2025-04-01,26,,26,2,3,1553,1553,515096201,31,62,6137874,10,38,6479579,25,396,95178202,1619,2049,622891856,6.3,21.6
2025-05-01,26,,26,2,3,1594,1594,514688438,34,68,6377414,8,30,8493450,26,354,79990425,1662,2046,609549727,3.37,-0.92
2025-06-01,26,,26,2,3,1529,1529,497773806,15,30,4651970,4,14,2603802,26,785,138584963,1574,2358,643614541,8.98,34.05
2025-07-01,26,,26,2,3,1454,1454,501063548,24,48,3362824,22,83,14519320,35,702,139342358,1535,2287,658288050,5.75,32.04
2025-08-01,26,,26,2,3,1337,1337,438038907,35,70,13638921,8,29,6069983,24,798,121942027,1404,2234,579689838,-5.78,5.93
2025-09-01,26,,26,2,3,1570,1570,522039606,39,78,8942283,17,64,13144847,42,760,154861457,1668,2472,698988193,8.8,25.35
2025-10-01,26,,26,2,3,1522,1522,515882120,42,84,7369948,17,63,9136172,29,886,253210022,1610,2555,785598262,-1.23,5.45
2025-11-01,26,,26,2,3,1012,1012,352216240,20,40,4140152,6,21,4843786,31,418,85938132,1069,1491,447138310,-4.17,-14.75
2025-12-01,26,,26,2,3,836,836,302418925,11,22,1214238,14,52,8803960,28,673,193941686,889,1583,506378809,-0.36,5.82
2024-01-01,27,,27,2,4,681,681,250752242,10,20,4053594,3,11,2857554,35,1357,251770496,729,2069,509433886,,
2024-02-01,27,,27,2,4,845,845,304933042,11,22,5521296,1,3,811774,21,366,67329416,878,1236,378595528,,
2024-03-01,27,,27,2,4,954,954,336033032,10,20,3051239,1,4,924171,31,541,113317834,996,1519,453326276,,
2024-04-01,27,,27,2,4,1420,1420,484882907,7,14,2536332,10,39,3530529,19,210,43412996,1456,1683,534362764,,
2024-05-01,27,,27,2,4,1420,1420,508244254,20,40,6937566,3,9,1050000,25,623,130237090,1468,2092,646468910,,
2024-06-01,27,,27,2,4,1182,1182,420528827,16,32,6153857,1,3,648000,33,766,167648604,1232,1983,594979288,,
2024-07-01,27,,27,2,4,1267,1267,443102578,26,52,10342900,6,23,3547135,26,622,124074105,1325,1964,581066718,,
2024-08-01,27,,27,2,4,1330,1330,477995496,21,42,6471591,11,39,7534991,27,736,134930104,1389,2147,626932182,,
2024-09-01,27,,27,2,4,1155,1155,407681672,23,46,12295740,8,30,6011864,36,879,177679763,1222,2110,603669039,,
2024-10-01,27,,27,2,4,1456,1456,514361140,21,42,8626420,4,15,3947762,19,568,108388341,1500,2081,635323663,,
2024-11-01,27,,27,2,4,944,944,350371184,32,64,12624635,6,23,3680000,22,867,174234923,1004,1898,540910742,,
2024-12-01,27,,27,2,4,771,771,297085226,6,12,2223342,2,7,1086232,25,681,136371742,804,1471,436766542,,
2025-01-01,27,,27,2,4,651,651,254672644,5,10,3481935,1,3,648000,13,287,53285527,670,951,312088106,-4.41,-54.04
2025-02-01,27,,27,2,4,674,674,263255341,2,4,727120,1,4,3450000,21,399,79674355,698,1081,347106816,-20.24,-12.54
2025-03-01,27,,27,2,4,1051,1051,382939422,10,20,4314983,6,21,9181050,16,497,70014285,1083,1589,466449740,,
2025-04-01,27,,27,2,4,1325,1325,483223733,14,28,5679332,6,22,5586250,24,922,120869628,1369,2297,615358943,-6.69,36.48
2025-05-01,27,,27,2,4,1374,1374,496851138,16,32,4673458,6,21,3273388,20,597,114460456,1416,2024,619258440,-3.24,-3.25
2025-06-01,27,,27,2,4,1216,1216,460533237,21,42,6582360,7,24,5142128,24,222,59994109,1268,1504,532251834,2.88,-24.16
2025-07-01,27,,27,2,4,1312,1312,480987061,11,22,5271713,1,3,429765,21,766,124625393,1345,2103,611313932,3.55,7.08
2025-08-01,27,,27,2,4,1335,1335,462830272,8,16,2930637,3,10,1542926,45,1080,204034706,1391,2441,671338541,0.38,13.69
2025-09-01,27,,27,2,4,1296,1296,443447515,16,32,6734097,15,57,11564976,13,414,75964321,1340,1799,537710909,12.21,-14.74
2025-10-01,27,,27,2,4,1149,1149,449939055,23,46,10311451,7,25,5718888,23,618,116435387,1202,1838,582404781,-21.09,-11.68
2025-11-01,27,,27,2,4,783,783,290995105,18,36,6104925,3,9,1752437,12,289,48944316,816,1117,347796783,-17.06,-41.15
2025-12-01,27,,27,2,4,765,765,315502597,13,26,6560272,0,0,0,27,778,150653143,805,1569,472716012,-0.78,6.66
2024-01-01,28,,28,3,6,550,550,110323053,5,10,400000,1,3,142105,2,12,237500,558,575,111102658,,
2024-02-01,28,,28,3,6,608,608,124369213,9,18,4484474,1,3,142105,2,11,212500,620,640,129208292,,
2024-03-01,28,,28,3,6,550,550,104697517,1,2,260450,1,3,487933,2,11,212500,554,566,105658400,,
2024-04-01,28,,28,3,6,753,753,149751014,4,8,1278843,1,3,375000,4,20,909722,762,784,152314579,,
2024-05-01,28,,28,3,6,671,671,144065168,3,6,943200,1,3,131250,3,17,834722,678,697,145974340,,
2024-06-01,28,,28,3,6,625,625,126441748,4,8,1223012,1,3,993444,5,28,3546042,635,664,132204246,,
2024-07-01,28,,28,3,6,658,658,127722250,2,4,869162,0,0,0,4,30,2933550,664,692,131524962,,
2024-08-01,28,,28,3,6,625,625,124231093,5,10,1326019,0,0,0,3,18,859722,633,653,126416834,,
2024-09-01,28,,28,3,6,525,525,106168437,3,6,810831,0,0,0,2,11,212500,530,542,107191768,,
2024-10-01,28,,28,3,6,700,700,139037004,3,6,810831,0,0,0,3,16,809722,706,722,140657557,,
2024-11-01,28,,28,3,6,470,470,95446914,3,6,813012,1,4,800000,6,34,3812500,480,514,100872426,,
2024-12-01,28,,28,3,6,528,528,99964573,2,4,565831,0,0,0,3,16,809722,533,548,101340126,,
2025-01-01,28,,28,3,6,528,528,111171767,3,6,904921,0,0,0,3,17,834722,534,551,112911410,-4,-4.17
2025-02-01,28,,28,3,6,538,538,103653290,1,2,434581,0,0,0,13,111,18156603,552,651,122244474,-11.51,1.72
2025-03-01,28,,28,3,6,704,704,146623575,2,4,764581,0,0,0,4,20,375000,710,728,147763156,,
2025-04-01,28,,28,3,6,598,598,115186766,2,4,949459,5,17,2755620,8,42,3936133,613,661,122827978,-20.58,-15.69
2025-05-01,28,,28,3,6,655,655,135860855,17,34,2907890,1,3,822219,5,92,7720500,678,784,147311464,-2.38,12.48
2025-06-01,28,,28,3,6,641,641,130643574,3,6,1063637,1,3,822219,8,45,3912946,653,695,136442376,2.56,4.67
2025-07-01,28,,28,3,6,601,601,120666258,1,2,474730,0,0,0,4,44,2677441,606,647,123818429,-8.66,-6.5
2025-08-01,28,,28,3,6,582,582,116340614,4,8,1309459,2,7,1705667,3,16,465441,591,613,119821181,-6.88,-6.13
2025-09-01,28,,28,3,6,648,648,120742413,28,56,5953274,4,13,2524105,4,20,565441,684,737,129785233,23.43,35.98
2025-10-01,28,,28,3,6,628,628,117813794,6,12,1691665,4,13,2436917,4,42,8644500,642,695,130586876,-10.29,-3.74
2025-11-01,28,,28,3,6,598,598,124262849,3,6,450000,1,3,822219,3,18,502941,605,625,126038009,27.23,21.6
2025-12-01,28,,28,3,6,492,492,107976495,4,8,1112163,1,3,609375,13,321,26974213,510,824,136672246,-6.82,50.36
2024-01-01,29,,29,2,4,643,643,217690054,15,30,3968296,18,66,8620178,19,583,78025331,695,1322,308303859,,
2024-02-01,29,,29,2,4,904,904,292065920,18,36,7291442,44,158,12369421,17,175,30936233,983,1273,342663016,,
2024-03-01,29,,29,2,4,1092,1092,350878054,38,76,10837013,22,82,8253584,8,106,15825023,1160,1356,385793674,,
2024-04-01,29,,29,2,4,1032,1032,338289163,32,64,12764842,19,68,10844370,8,64,6903252,1091,1228,368801627,,
2024-05-01,29,,29,2,4,1060,1060,346458917,14,28,5277814,9,30,3124472,23,244,24669688,1106,1362,379530891,,
2024-06-01,29,,29,2,4,997,997,330462159,26,52,8890123,14,53,7221083,37,818,106006791,1074,1920,452580156,,
2024-07-01,29,,29,2,4,989,989,318279955,23,46,7625089,23,88,14197303,22,435,55346354,1057,1558,395448701,,
2024-08-01,29,,29,2,4,1041,1041,337506880,48,96,14670772,25,91,9245080,35,1004,96280844,1149,2232,457703576,,
2024-09-01,29,,29,2,4,958,958,322785721,21,42,6792123,9,30,4048460,19,321,48018845,1007,1351,381645149,,
2024-10-01,29,,29,2,4,1077,1077,364431381,21,42,6486950,24,85,9620141,35,1025,86114267,1157,2229,466652739,,
2024-11-01,29,,29,2,4,867,867,290489770,19,38,6275141,8,28,3647854,31,788,121712734,925,1721,422125499,,
2024-12-01,29,,29,2,4,778,778,267243743,26,52,8080139,6,21,3239354,10,251,40777215,820,1102,319340451,,
2025-01-01,29,,29,2,4,691,691,248370354,27,54,9319813,5,17,3127365,24,506,60442409,747,1268,321259941,7.47,-4.08
2025-02-01,29,,29,2,4,698,698,244819690,34,68,6997275,8,28,3772365,19,327,44865091,759,1121,300454421,-22.79,-11.94
2025-03-01,29,,29,2,4,1010,1010,342341380,28,56,6716161,11,41,3250820,28,236,34343373,1077,1343,386651734,,
2025-04-01,29,,29,2,4,1045,1045,354935763,41,82,9884725,9,28,3528968,15,199,29107637,1110,1354,397457093,1.26,10.26
2025-05-01,29,,29,2,4,999,999,346321623,18,36,5621846,14,52,6827539,12,204,28815328,1043,1291,387586336,-5.75,-5.21
2025-06-01,29,,29,2,4,951,951,319529392,24,48,6610084,20,75,12640813,33,962,127783531,1028,2036,466563820,-4.61,6.04
2025-07-01,29,,29,2,4,954,954,339606354,31,62,10855479,9,32,4205855,15,147,22857373,1009,1195,377525061,-3.54,-23.3
2025-08-01,29,,29,2,4,892,892,325619153,19,38,5479277,21,74,10059573,27,708,157313643,959,1712,498471646,-14.31,-23.3
2025-09-01,29,,29,2,4,1708,1708,587891015,32,64,12208111,14,48,6044909,8,71,12482481,1762,1891,618626516,78.29,39.97
2025-10-01,29,,29,2,4,1043,1043,376550343,56,112,20366101,9,29,3533135,22,336,49109554,1130,1520,449559133,-3.16,-31.81
2025-11-01,29,,29,2,4,763,763,285008349,13,26,2940999,12,42,11241770,15,256,32745813,803,1087,331936931,-12,-36.84
2025-12-01,29,,29,2,4,716,716,266243115,18,36,5785321,13,49,6554000,23,365,61520508,770,1166,340102944,-7.97,5.81
2024-01-01,30,,30,4,8,190,190,57792469,9,18,4419283,6,21,3242933,5,77,9643921,210,306,75098606,,
2024-02-01,30,,30,4,8,174,174,52318637,5,10,2459099,5,17,2320987,6,101,12842512,190,302,69941235,,
2024-03-01,30,,30,4,8,249,249,71240813,14,28,5581751,6,21,2916661,3,57,6954591,272,355,86693816,,
2024-04-01,30,,30,4,8,235,235,71363987,7,14,2716064,3,10,1826183,6,60,8419048,251,319,84325282,,
2024-05-01,30,,30,4,8,236,236,78978890,18,36,7688354,6,19,3336431,7,98,10180619,267,389,100184294,,
2024-06-01,30,,30,4,8,402,402,138948049,4,8,1336629,7,26,5128505,9,98,8919917,422,534,154333100,,
2024-07-01,30,,30,4,8,362,362,118873011,10,20,4475008,5,20,2835179,14,169,13608176,391,571,139791374,,
2024-08-01,30,,30,4,8,277,277,79853434,13,26,4866745,6,21,3421036,7,135,15158035,303,459,103299250,,
2024-09-01,30,,30,4,8,282,282,94395324,9,18,4128565,3,10,1841514,2,42,4400264,296,352,104765667,,
2024-10-01,30,,30,4,8,256,256,87771994,13,26,5383699,5,17,3529488,9,124,16190644,283,423,112875825,,
2024-11-01,30,,30,4,8,157,157,54587261,12,24,6494826,3,10,1466514,11,205,11149608,183,396,73698209,,
2024-12-01,30,,30,4,8,203,203,65518958,19,38,7409207,3,11,1999769,8,299,65546340,233,551,140474274,,
2025-01-01,30,,30,4,8,212,212,54124837,12,24,3635638,2,7,898718,2,28,2927227,228,271,61586420,11.58,-11.44
2025-02-01,30,,30,4,8,185,185,66781479,11,22,4386983,4,13,2089414,4,61,9432893,204,281,82690769,6.32,-6.95
2025-03-01,30,,30,4,8,210,210,71741231,15,30,5123511,5,19,3053660,15,205,35799501,245,464,115717903,,
2025-04-01,30,,30,4,8,281,281,83639696,19,38,7639598,6,20,3806948,10,103,14281960,316,442,109368202,19.57,38.56
2025-05-01,30,,30,4,8,243,243,83327788,13,26,4715516,9,32,5139239,11,104,14290751,276,405,107473294,2.97,4.11
2025-06-01,30,,30,4,8,212,212,81071085,13,26,5216390,3,11,1698820,3,51,4983034,231,300,92969329,-47.26,-43.82
2025-07-01,30,,30,4,8,221,221,72497350,37,74,13381579,8,27,4229768,4,58,7759567,270,380,97868264,-38.95,-33.45
2025-08-01,30,,30,4,8,232,232,74058173,14,28,4339776,15,53,8900334,14,625,83432354,275,938,170730637,-16.25,104.36
2025-09-01,30,,30,4,8,235,235,75335598,5,10,1826303,6,21,3347128,10,277,52462149,256,543,132971178,-16.67,54.26
2025-10-01,30,,30,4,8,272,272,82447173,24,48,8951621,9,30,5566671,10,266,55285706,315,616,152251171,6.25,45.63
2025-11-01,30,,30,4,8,159,159,48216535,9,18,4041849,11,42,7646760,4,85,9018693,183,304,68923837,1.27,-23.23
2025-12-01,30,,30,4,8,124,124,39911418,10,20,3313639,3,10,1439893,6,88,9300705,143,242,53965655,-38.92,-56.08
2024-01-01,31,,31,2,4,245,245,62841662,2,4,633333,1,4,840830,5,573,52218308,253,826,116534133,,
2024-02-01,31,,31,2,4,518,518,107836069,21,42,7764923,4,16,3887500,11,275,28316575,554,851,147805067,,
2024-03-01,31,,31,2,4,482,482,323715179,11,22,4429933,4,13,1645498,25,269,11794869,522,786,341585479,,
2024-04-01,31,,31,2,4,532,532,134824220,4,8,1727642,1,4,1013866,32,240,3653375,569,784,141219103,,
2024-05-01,31,,31,2,4,464,464,133434912,10,20,1742285,12,37,6291002,16,709,48431017,502,1230,189899216,,
2024-06-01,31,,31,2,4,442,442,121419083,2,4,709867,1,4,450000,8,92,24973691,453,542,147552641,,
2024-07-01,31,,31,2,4,703,703,144173872,3,6,1109867,1,4,407894,11,253,20681665,718,966,166373298,,
2024-08-01,31,,31,2,4,487,487,133254955,20,40,6639867,2,7,2036888,12,215,23808276,521,749,165739986,,
2024-09-01,31,,31,2,4,561,561,146550429,37,74,11681956,1,3,125000,53,830,39765083,652,1468,198122468,,
2024-10-01,31,,31,2,4,495,495,145463093,14,28,4610748,3,11,1860000,15,169,16575487,527,703,168509328,,
2024-11-01,31,,31,2,4,387,387,111237712,23,46,6573246,6,18,4284000,10,310,40814999,426,761,162909957,,
2024-12-01,31,,31,2,4,345,345,102591722,7,14,1151673,2,8,1465280,16,446,50591053,370,813,155799728,,
2025-01-01,31,,31,2,4,437,437,88719626,4,8,1007107,16,51,14323531,5,380,28537907,462,876,132588171,78.37,6.05
2025-02-01,31,,31,2,4,331,331,90256992,6,12,1386351,4,16,2000000,44,826,61608971,385,1185,155252314,-36.1,39.25
2025-03-01,31,,31,2,4,471,471,138811461,22,44,5258879,3,11,1753215,6,270,18163356,502,796,163986911,,
2025-04-01,31,,31,2,4,515,515,163453854,17,34,4837011,2,8,1166300,14,266,33627436,548,823,203084601,-3.2,4.97
2025-05-01,31,,31,2,4,496,496,137512407,25,50,6742232,5,16,2922752,18,380,49040425,544,942,196217816,6.9,-23.41
2025-06-01,31,,31,2,4,461,461,131624393,22,44,6945305,5,19,4522240,9,521,33545314,497,1045,176637252,4.3,92.8
2025-07-01,31,,31,2,4,662,662,127901946,3,6,1156105,0,0,0,22,383,49171285,687,1051,178229336,-5.83,8.8
2025-08-01,31,,31,2,4,457,457,134287665,6,12,2575210,1,3,450000,4,102,34887768,468,574,172200643,-6.16,-23.36
2025-09-01,31,,31,2,4,569,569,136059549,20,40,7401351,6,20,2240188,4,186,73447400,599,815,219148488,1.43,-44.48
2025-10-01,31,,31,2,4,610,610,143091685,29,58,10419826,2,7,755000,7,434,45010044,648,1109,199276555,23.23,57.75
2025-11-01,31,,31,2,4,310,310,90362570,16,32,7320777,3,11,1377300,7,296,40745600,336,649,139806247,-19.9,-14.72
2025-12-01,31,,31,2,4,394,394,101549015,2,4,780000,1,3,150000,63,518,64740385,460,919,167219400,14.2,13.04
2024-01-01,32,,32,4,8,1368,1368,395725212,8,16,2292924,6,20,3363123,9,133,17638139,1391,1537,419019398,,
2024-02-01,32,,32,4,8,1148,1148,336534850,2,4,418762,6,21,3595984,30,600,93683056,1186,1773,434232652,,
2024-03-01,32,,32,4,8,1446,1446,429636616,5,10,1475765,8,29,3118781,14,185,25219576,1473,1670,459450738,,
2024-04-01,32,,32,4,8,1367,1367,451898232,3,6,802812,1,4,527613,13,191,33990226,1384,1568,487218883,,
2024-05-01,32,,32,4,8,1368,1368,419771661,12,24,3924779,6,20,3962166,16,469,73399887,1402,1881,501058493,,
2024-06-01,32,,32,4,8,1244,1244,375676006,8,16,2419017,4,15,2971625,12,565,91209265,1268,1840,472275913,,
2024-07-01,32,,32,4,8,1482,1482,458154032,16,32,3133049,6,20,3796655,8,119,14498364,1512,1653,479582100,,
2024-08-01,32,,32,4,8,1123,1123,306714218,9,18,3337300,1,4,222192,11,349,44350769,1144,1494,354624479,,
2024-09-01,32,,32,4,8,962,962,299905737,1,2,330033,2,8,444384,11,309,52875597,976,1281,353555751,,
2024-10-01,32,,32,4,8,936,936,302800182,5,10,1389262,9,30,5348776,13,155,20040127,963,1131,329578347,,
2024-11-01,32,,32,4,8,1049,1049,343847884,21,42,5269975,3,12,971997,22,482,69148989,1095,1585,419238845,,
2024-12-01,32,,32,4,8,933,933,242268130,6,12,1955195,4,14,1235804,14,185,24824813,957,1144,270283942,,
2025-01-01,32,,32,4,8,1245,1245,413992484,1,2,209343,5,19,1510626,20,733,144525551,1271,1999,560238004,-8.99,30.06
2025-02-01,32,,32,4,8,1086,1086,308805776,6,12,1669571,11,36,3025922,16,243,30915144,1119,1377,344416413,-5.4,-22.34
2025-03-01,32,,32,4,8,1289,1289,396225702,9,18,3205628,17,60,10080378,36,519,85805353,1351,1886,495317061,,
2025-04-01,32,,32,4,8,1226,1226,304923403,123,246,23975390,4,14,2081232,32,699,48041535,1385,2185,379021560,-10.31,39.35
2025-05-01,32,,32,4,8,1283,1283,420966666,2,4,235588,0,0,0,9,272,30549582,1294,1559,451751836,-6.21,-17.12
2025-06-01,32,,32,4,8,753,753,263104604,2,4,622191,1,3,395681,6,157,21694984,762,917,285817460,-39.47,-50.16
2025-07-01,32,,32,4,8,1046,1046,301164979,3,6,730478,2,7,787865,10,181,26764860,1061,1240,329448182,-29.42,-24.98
2025-08-01,32,,32,4,8,778,778,281660507,0,0,0,2,8,1588181,2,12,1190592,782,798,284439280,-30.72,-46.59
2025-09-01,32,,32,4,8,706,706,253265128,4,8,1325860,0,0,0,21,381,64462664,731,1095,319053652,-26.61,-14.52
2025-10-01,32,,32,4,8,896,896,255145441,1,2,333593,6,19,5542494,15,1424,245245324,918,2341,506266852,-4.27,106.98
2025-11-01,32,,32,4,8,714,714,202951137,1,2,330033,1,4,500000,9,342,60766169,725,1062,264547339,-31.94,-33
2025-12-01,32,,32,4,8,1192,1192,374579456,4,8,1209990,7,28,669668,9,103,18167026,1212,1331,394626140,27.76,16.35
2024-01-01,33,,33,1,1,185,185,63982532,3,6,845178,2,8,1260919,2,50,8887274,192,249,74975903,,
2024-02-01,33,,33,1,1,188,188,67017863,3,6,1516292,1,3,495000,4,89,16630695,196,286,85659850,,
2024-03-01,33,,33,1,1,221,221,74751619,3,6,999167,4,15,3695000,11,189,24788086,239,431,104233872,,
2024-04-01,33,,33,1,1,289,289,96410693,12,24,5816221,6,19,3503975,7,54,9162700,314,386,114893589,,
2024-05-01,33,,33,1,1,284,284,100270484,21,42,5270443,3,9,1217845,11,127,21057872,319,462,127816644,,
2024-06-01,33,,33,1,1,278,278,111606456,7,14,2695245,3,10,1497382,7,105,20904615,295,407,136703698,,
2024-07-01,33,,33,1,1,262,262,104733301,7,14,3292259,4,13,2605037,8,247,36745696,281,536,147376293,,
2024-08-01,33,,33,1,1,295,295,115501995,11,22,5550438,17,62,8146154,8,167,30702882,331,546,159901469,,
2024-09-01,33,,33,1,1,274,274,109038970,12,24,5757957,6,20,2870227,13,245,43349112,305,563,161016266,,
2024-10-01,33,,33,1,1,270,270,99799420,8,16,3739957,2,7,1045000,3,41,8139785,283,334,112724162,,
2024-11-01,33,,33,1,1,224,224,84673986,5,10,1897625,5,19,5059384,7,83,14729997,241,336,106360992,,
2024-12-01,33,,33,1,1,210,210,84656270,14,28,4847671,4,14,1861766,5,62,11602930,233,314,102968637,,
2025-01-01,33,,33,1,1,154,154,59278294,10,20,4894491,4,12,2050000,6,84,22082833,174,270,88305618,-16.76,8.43
2025-02-01,33,,33,1,1,126,126,46614332,4,8,2306203,2,6,1350000,4,65,11270475,136,205,61541010,-32.98,-28.32
2025-03-01,33,,33,1,1,199,199,82422325,8,16,3413886,1,3,472845,5,62,11883171,213,280,98192227,,
2025-04-01,33,,33,1,1,268,268,102843832,4,8,1531253,6,21,3361247,9,79,13561496,287,376,121297828,-7.27,-2.59
2025-05-01,33,,33,1,1,269,269,107758907,9,18,3569870,6,21,3188913,8,162,29494486,292,470,144012176,-5.28,1.73
2025-06-01,33,,33,1,1,254,254,102880787,4,8,2094667,5,17,4182833,5,34,6808512,268,313,115966799,-8.63,-23.1
2025-07-01,33,,33,1,1,255,255,98808471,7,14,3022003,2,6,1005822,10,134,23422810,274,409,126259106,-2.67,-23.69
2025-08-01,33,,33,1,1,239,239,101492462,12,24,4699657,5,18,3384074,11,159,41069094,267,440,150645287,-18.98,-19.41
2025-09-01,33,,33,1,1,265,265,121886584,9,18,3274528,2,6,1120422,11,232,36729794,287,521,163011328,-3.28,-7.46
2025-10-01,33,,33,1,1,355,355,135418282,7,14,2395076,6,20,3796823,3,36,7342656,371,425,148952837,31.48,27.25
2025-11-01,33,,33,1,1,245,245,108036164,7,14,3105080,4,13,2683651,7,46,8171844,263,318,121996739,9.38,-5.36
2025-12-01,33,,33,1,1,197,197,84185267,8,16,3025268,7,23,5888913,7,126,26803773,219,362,119903221,-6.19,15.29
2024-01-01,34,,34,1,2,1208,1208,245868674,37,74,13095400,11,34,1835895,78,1883,299887578,1334,3199,560687547,,
2024-02-01,34,,34,1,2,1278,1278,264158595,110,220,20467782,15,49,4409994,99,2180,330379001,1502,3727,619415372,,
2024-03-01,34,,34,1,2,991,991,236972718,51,102,16078221,22,73,5269993,108,1660,234068670,1172,2826,492389602,,
2024-04-01,34,,34,1,2,1413,1413,287637471,145,290,24910954,25,82,5627594,91,1311,142964264,1674,3096,461140283,,
2024-05-01,34,,34,1,2,1316,1316,280824854,148,296,28292788,24,78,6632970,75,996,114342919,1563,2686,430093531,,
2024-06-01,34,,34,1,2,1380,1380,305826161,52,104,11950254,13,41,5247155,85,1340,158345322,1530,2865,481368892,,
2024-07-01,34,,34,1,2,1370,1370,287131088,59,118,12874910,39,128,7770169,103,1416,144573667,1571,3032,452349834,,
2024-08-01,34,,34,1,2,1514,1514,328949446,40,80,7541654,50,168,12524813,84,1883,238862156,1688,3645,587878069,,
